clade_name	metaphlan_SRR5930493	metaphlan_SRR5930494	metaphlan_SRR5930495	metaphlan_SRR5930497	metaphlan_SRR5930498	metaphlan_SRR5930499	metaphlan_SRR5930501	metaphlan_SRR5930502	metaphlan_SRR5930503	metaphlan_SRR5930504	metaphlan_SRR5930505	metaphlan_SRR5930506	metaphlan_SRR5930507	metaphlan_SRR5930508	metaphlan_SRR5930509	metaphlan_SRR5930510	metaphlan_SRR5930511	metaphlan_SRR5930512	metaphlan_SRR5930513	metaphlan_SRR5930514	metaphlan_SRR5930515	metaphlan_SRR5930516	metaphlan_SRR5930517	metaphlan_SRR5930518	metaphlan_SRR5930519	metaphlan_SRR5930520	metaphlan_SRR5930521	metaphlan_SRR5930522	metaphlan_SRR5930523	metaphlan_SRR5930526	metaphlan_SRR5930527	metaphlan_SRR5930528	metaphlan_SRR5930529	metaphlan_SRR5930530	metaphlan_SRR5930531	metaphlan_SRR5930532	metaphlan_SRR5930533	metaphlan_SRR5930534	metaphlan_SRR5930536
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	1.7168	0.56055	0.0	0.0	0.01075	0.0	0.56492	0.0	0.24767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17181	0.0	0.00515	0.0	0.0	0.0	0.46192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	1.45098	0.0	0.0	0.0	0.0	0.0	0.02567	0.0	0.00497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60126	0.0	0.0	0.0	0.0	0.0	0.00789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.83982	1.00107	4.26529	0.12576	1.65417	5.07714	2.83002	0.36095	2.60045	1.62845	1.1124	1.4422	2.93387	1.18759	0.6972	0.05864	1.8947	11.08351	0.17943	3.29551	0.70754	5.91639	10.86293	1.63207	8.9767	2.1309	0.54436	7.38242	1.88087	0.33636	0.60388	3.99341	0.046	0.54067	0.1796	15.06585	0.13658	1.00998	0.08703
k__Bacteria|p__Firmicutes|c__CFGB76465|o__OFGB76465	0.64853	0.0	0.0	0.0	0.0	0.0	0.05695	0.0	0.10359	0.0	0.36791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06311	0.0	0.08443	0.0	0.0	0.0	0.08528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09926	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	0.64578	0.33129	3.35407	0.98468	0.13128	0.00986	0.02617	0.00576	0.04515	0.03887	0.0	0.0	0.34841	0.97662	0.02527	1.0162	0.21295	0.00303	0.00102	1.86617	0.00114	16.39348	0.0107	0.72836	0.48007	1.42107	4.98716	0.11305	0.0025	0.0544	0.00176	0.00076	0.01594	0.11697	2.98052	0.06509	3.53091	0.07423	0.13836
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.51409	0.64084	1.88593	0.0	1.7689	1.03521	0.50074	0.0	0.71567	0.0	0.0	0.0	1.47044	0.0	0.07708	0.00076	0.00681	0.00136	0.00047	2.87403	0.00081	1.1894	1.70546	0.0	0.0	0.46775	0.0	0.0	0.00223	0.0	0.08151	0.0	0.0	0.0	0.00105	0.00056	0.00145	0.00075	0.0
k__Bacteria|p__Bacteria_unclassified|c__CFGB76763|o__OFGB76763	0.48276	0.0	0.0	0.0	0.0049	0.0	0.00068	0.0	0.03511	0.0	0.0	0.0	0.0	0.02637	0.0	0.0	0.00166	0.0	0.0	0.0	0.0	0.04365	0.0	0.0	0.0	0.0	0.0	0.12927	0.3528	0.0191	0.0	0.26912	0.0	0.00379	0.35526	0.0	0.09745	0.0	0.12236
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.42276	0.11688	0.0	0.0	0.0	0.0	0.10513	0.0	0.78978	0.0	0.20449	0.00047	0.0013	0.0	0.0	0.49246	0.0	0.01507	0.0	0.04106	0.0019	0.01774	0.00044	0.0	3.10257	0.05786	0.0	0.0	0.16612	0.0	0.31571	0.22235	0.0	0.13127	0.35412	0.0	0.0	0.0	0.04437
k__Bacteria|p__Firmicutes|c__CFGB76769|o__OFGB76769	0.39703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	0.38966	0.78978	0.21141	0.60866	2.38612	0.05855	0.48566	0.00304	1.06767	0.05496	0.93655	1.50438	0.13368	4.32452	0.06253	0.83354	0.47808	0.31834	0.29429	0.01439	0.44589	2.19842	0.21243	0.22937	0.09464	5.76877	2.23103	0.06249	2.51369	0.21942	4.4305	0.40255	2.57875	0.89577	1.07881	0.17227	0.24064	0.02151	0.1998
k__Bacteria|p__Proteobacteria|c__CFGB2394|o__OFGB2394	0.37413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2898|o__OFGB2898	0.34575	0.28811	0.0	0.0	0.00771	0.07561	0.0	0.0	0.0	0.0	0.01205	0.00347	0.05606	0.03885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.00901	0.0	0.0	0.25483	0.04976	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	0.29208	1.04301	0.39843	0.27924	0.60215	0.81904	0.20255	0.24784	0.29047	0.40312	0.41593	0.57391	0.71623	0.22344	0.35902	0.43318	0.3475	0.0055	0.17775	0.91044	0.63002	0.03343	0.12943	0.22597	0.27769	0.18515	0.16613	0.32179	0.46163	0.06626	0.37631	1.66863	0.25944	0.27709	0.01365	0.25087	0.37497	0.99823	1.06123
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	0.21698	1.21365	1.25628	1.01034	0.79781	0.72782	0.41551	0.79488	0.39177	1.30537	0.79582	0.56439	0.53843	0.28045	0.81433	0.52946	0.79318	0.85618	0.70632	0.20454	1.57705	0.37653	0.6218	0.31077	0.10231	0.3142	0.1896	4.42098	0.23546	1.26675	0.29905	1.97116	0.7199	0.19156	0.83562	6.45216	0.33571	0.58534	0.64088
k__Bacteria|p__Firmicutes|c__CFGB76783|o__OFGB76783	0.20299	1.96873	0.0	0.17695	0.0	0.0	0.0	0.0	0.00143	0.0	1.80542	0.0	0.00032	0.80202	1.15478	0.96586	0.0	0.0	0.0	0.01365	0.0	0.69399	0.0	0.0	0.0	0.06634	0.0	0.0	0.72675	0.00075	0.00209	0.0	0.00239	1.84338	0.0	0.00209	0.00386	0.0	0.00065
k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070	0.18247	1.00478	0.0	0.00306	0.28827	0.17696	0.0	0.0	0.04382	0.46478	0.0	0.07648	0.07235	0.74171	0.03262	0.4711	0.12568	0.0	0.0	0.0189	0.0	0.10793	0.0	0.94452	0.5143	0.81916	0.0	0.00313	0.25462	0.11161	0.69724	0.34843	0.0	0.33832	0.0221	0.00103	1.32369	0.64549	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	0.12012	0.73728	0.04851	0.00578	0.00295	0.00179	0.04432	3.96177	0.00332	0.19114	0.02335	0.0	0.00797	1.01282	0.00233	0.01324	0.00333	0.85071	0.99263	0.00046	1.41366	1.35536	0.0	0.95899	0.0021	3.18772	1.5944	0.05038	1.75327	0.05623	3.21368	0.00324	1.32032	1.99005	0.03928	0.00845	0.01766	0.00048	0.02457
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011	0.1151	0.0719	0.00974	0.0103	0.75567	0.01532	0.00552	0.0	0.00414	0.0	0.06575	0.04377	0.03206	0.02098	0.0	0.25114	0.26115	0.00065	0.0	0.07249	0.0	0.13096	0.0	0.02889	0.0366	0.11879	0.0699	0.00584	0.14585	0.0	0.47866	0.05047	0.07208	0.10965	0.0	0.11118	0.0	0.0	0.05103
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.10381	0.0	0.2681	0.00712	0.09261	0.17644	0.62731	0.0	0.84346	0.0	0.31394	0.04315	0.0	0.44685	0.17032	0.11427	0.01486	0.0464	0.28745	0.0	0.0	0.73837	0.05938	1.12814	1.3575	1.30898	1.33707	0.00852	0.41032	0.0	0.00981	0.00061	0.01585	0.26328	0.64824	0.04937	0.66336	0.0	0.13885
k__Bacteria|p__Firmicutes|c__CFGB1473|o__OFGB1473	0.10042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07243	0.0	0.05114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12435	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	0.09869	0.23696	1.34362	1.29146	0.39553	0.29319	0.48345	0.00119	0.53078	0.02952	1.61905	1.48857	0.31505	0.83555	1.00774	1.16846	3.08864	0.53368	0.0	2.05569	2.28756	2.09083	0.68973	1.63137	2.22678	0.99851	0.26262	0.00195	0.00305	1.29062	0.0019	0.00284	0.77033	0.42425	1.67399	0.87498	1.25556	0.78385	2.49008
k__Bacteria|p__Firmicutes|c__CFGB1211|o__OFGB1211	0.05511	0.05838	0.0	0.0047	0.0	0.0	0.0	0.0	0.04494	0.0	0.0	0.0	0.02201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00586	0.0	0.0	0.0	0.0	0.0	0.00189	0.0	0.0	0.05855	0.01366	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Puniceicoccales	0.05249	0.01306	0.0	0.0	0.0	0.0	0.0	0.0	0.21085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__CFGB2992|o__OFGB2992	0.05117	0.0	0.03256	0.0	0.06794	0.0	0.0	0.0	0.0	0.0	0.01937	0.0	0.08005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01202	0.0	0.24542	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1126|o__OFGB1126	0.0511	0.00697	0.0	0.00211	0.10036	0.00518	0.00087	0.0	0.00526	0.0	0.00678	0.01419	0.0381	0.00177	0.0	0.0	0.0229	0.0	0.0	0.01936	0.0	0.0051	0.0	0.0	0.0	0.03044	0.01543	0.00645	0.0	0.0	0.05714	0.00035	0.0	0.01388	0.00387	0.0	0.0	0.0	0.00156
k__Bacteria|p__Firmicutes|c__CFGB2954|o__OFGB2954	0.04827	0.0	0.0	0.0	0.0	0.0	0.01565	0.0	0.03239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.04246	0.13109	0.25331	0.17925	0.67249	0.03925	0.56492	0.00159	0.20527	0.31902	0.72272	0.41893	0.0	0.22015	0.60704	1.73185	0.01364	0.04632	0.0	0.14208	0.61246	0.02722	1.24843	0.0	0.33141	0.69158	0.40761	0.34064	0.0	2.0103	0.38306	0.13385	1.0731	0.76275	0.03425	0.00039	0.22291	0.96393	0.31635
k__Bacteria|p__Firmicutes|c__CFGB72926|o__OFGB72926	0.03112	0.0	0.0	0.0	0.0	0.0	0.42908	0.0	0.01154	0.0	0.0	0.74838	0.0	0.0	0.0	0.0	0.04008	0.0	0.0	0.00342	0.0	0.00171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB629|o__OFGB629	0.02313	0.00193	0.0	0.07683	0.0	0.0	0.0	0.00286	0.00085	0.0	0.0	0.0	0.0	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32914	0.0	0.0	0.0	0.81549	0.0	0.0	0.0	0.00226	0.0	0.0	6e-05	0.0	0.0	0.00126	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359	0.02163	0.0	0.0	0.0	0.09043	0.0	0.00072	0.0	0.03134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1262|o__OFGB1262	0.02032	0.02855	0.02257	0.0	0.00247	0.00684	0.0	0.0	0.00614	0.0	0.0	0.02169	0.02083	0.0	0.0	0.0	0.05493	0.0	0.0	0.0	0.0	0.00106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01976	0.02387	0.0	0.01463	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9977|o__OFGB9977	0.02026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB75922|o__OFGB75922	0.01869	0.0	0.0	0.0	0.0	0.0022	0.0	0.00825	0.00479	0.00445	0.02477	0.08512	0.0	0.02638	0.0	0.0	0.01285	0.0	0.00245	0.0	0.0	0.0	0.0	0.04734	0.0	0.01508	0.01326	0.0	0.06395	0.0	0.00052	0.0	0.0	0.00382	0.0	0.0	0.00962	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	0.01681	0.12486	0.01174	0.0	0.09735	0.06867	0.03593	0.0	0.06537	0.0	0.01344	0.03168	0.12132	0.04378	0.0	0.0	0.09988	0.0	0.0	1.25944	0.0	0.01942	0.0	0.0	0.0	0.02408	0.0	0.20271	0.0	0.0	0.07239	0.22461	0.0	0.01017	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	0.01446	0.02968	0.02373	0.06573	0.01725	0.37173	0.08493	0.03681	0.00136	0.00621	0.00786	0.00635	0.00828	0.02432	0.13868	0.01196	0.03266	0.01314	0.04578	0.02864	0.01019	0.00041	0.002	0.2201	0.01282	0.01783	0.19482	0.2414	0.04705	0.0328	0.00141	0.02425	0.0032	0.00471	0.00614	0.06619	0.00684	0.02713	0.01523
k__Bacteria|p__Firmicutes|c__CFGB3009|o__OFGB3009	0.01368	0.00069	0.0	0.00129	0.0	0.0559	0.0	0.0	0.0	0.00044	0.00693	0.0121	0.0	0.0	0.00572	0.0	0.00224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04563	0.0	0.00674	0.0	0.0	0.00103	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1470|o__OFGB1470	0.01168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048	0.01095	0.0	0.0	0.0	0.03809	0.0	0.01438	0.0	0.06399	0.0	0.0	0.0899	0.0	0.00422	6e-05	0.0	0.0	0.01395	0.0	0.0	0.0	0.00038	0.0	0.0	0.0	0.02445	0.0	0.0	0.05045	0.03321	0.0	0.0	0.0	0.17358	0.0	0.0	0.0	0.06385	0.0
k__Bacteria|p__Firmicutes|c__CFGB2863|o__OFGB2863	0.00887	0.01559	0.0	0.0	0.01655	0.0005	0.00031	0.0	0.00055	0.0	0.0	0.00108	0.0484	0.00156	0.0	0.0	0.0	0.0	0.0	0.00016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00189	0.00314	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Nitrosopumilales	0.00755	0.09526	0.0	0.0	0.0	0.0	0.02755	0.0	0.01762	0.11251	0.0956	0.10631	0.0	0.06517	0.0	0.08489	0.07751	0.0	0.0	0.0107	0.0	0.04867	0.0	0.0	0.0	0.07749	0.0	0.0	0.10533	0.01198	0.0	0.19311	0.0	0.13036	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB4806|o__OFGB4806	0.00612	0.00625	0.00499	0.0054	0.00422	0.00495	0.00401	0.00958	0.00514	0.0	0.00122	0.0	0.0	0.00521	0.00573	0.0	0.00311	0.0	0.0	4.63551	0.0	4.83269	0.0	0.0	0.0	0.00523	0.00129	0.00386	0.01035	0.00515	0.00058	0.00135	0.00722	0.0046	0.00713	0.00534	0.00423	6.85362	0.00583
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.00516	0.00127	0.0	0.01	0.00025	0.0	0.27298	0.0076	0.78317	0.01485	0.00686	0.0051	0.00679	0.00823	0.00049	0.01454	0.0046	0.0	0.00091	0.03806	0.00639	0.0	0.00147	0.01128	0.0	0.03211	0.00163	0.09088	0.0017	0.00151	0.00473	0.00233	0.00117	0.0	0.00122	0.00063	0.01232	0.0	0.00904
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.00353	0.54426	8.44516	0.02688	0.05952	7.23383	3.35304	0.0016	0.44401	0.00788	0.00295	0.00682	0.5039	0.0018	0.24685	0.19428	0.38788	0.01008	0.02179	0.1522	0.02047	0.0	22.29054	0.00245	7.63458	0.15772	0.08978	3.74233	0.00964	0.00061	1.81042	0.03216	1.76544	3.63998	0.0	0.0	0.17411	3.78392	0.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	0.00136	0.0	0.0	0.05395	0.0	0.22894	0.00877	0.01331	0.0	0.03613	0.00595	0.00172	0.00487	0.02899	0.05653	0.5278	0.0	0.00143	0.0	0.0169	0.19369	0.0	0.0	0.00104	0.06407	0.00185	0.0	0.20058	0.0	0.17469	0.01692	0.0	0.0	0.0	0.0	0.01033	0.03674	0.00854	0.06775
k__Bacteria|p__Firmicutes|c__CFGB9718|o__OFGB9718	0.0009	0.13424	0.0	0.0	0.08803	0.0	0.0	0.0	0.04485	0.0	0.0028	0.0	0.01188	0.04982	0.0023	0.0	0.02614	0.0	0.0	0.00115	0.0	0.00595	0.00975	0.02664	0.0	0.01904	0.0	0.0	0.03544	0.0	0.19961	0.00063	0.00988	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936	0.00032	2.83995	0.00295	0.00078	1.70357	0.0	0.19784	0.00032	0.0	2.26451	2.34114	0.00093	0.00073	0.0	0.0	0.00437	0.0	0.00505	0.01371	0.01492	0.00729	0.00201	0.0049	1.3532	0.00072	0.0	0.00581	0.0	1.09912	0.60167	0.00231	0.00235	0.0	0.0	0.0	0.70109	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	0.0003	2.39082	0.0	0.20841	0.72029	0.0	0.67716	0.00088	0.04336	1.67831	0.82162	0.28597	0.17254	0.01405	0.0029	0.63992	0.02914	0.09304	0.06741	0.01003	1.06926	0.32291	0.07801	0.0	0.0	0.535	0.07302	0.00038	0.0	0.00085	0.11625	0.58724	0.2493	0.62308	0.02994	0.0	0.6444	0.06593	0.0
k__Bacteria|p__Firmicutes|c__CFGB2897|o__OFGB2897	0.00011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB76388|o__OFGB76388	8e-05	0.05214	0.0	0.0	0.0	0.01572	0.00145	0.0	0.0	0.0	0.0	0.0	0.122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04134	0.0	0.0	0.06448	0.0	0.00216	0.13399	0.0	0.0	0.0	0.0	0.0	0.00726	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	47.37393	26.74308	2.29145	14.1274	23.86525	25.10356	18.27715	22.1792	24.7426	17.96396	24.57473	11.68514	13.99093	19.66015	6.33439	11.65599	13.899	10.07007	6.46465	17.55597	11.16495	8.70653	10.97192	5.44628	2.29344	17.73202	9.40994	11.83234	13.17751	11.12416	15.27208	15.34414	18.44072	26.58349	14.49578	11.45802	28.73486	12.95818	9.13198
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	13.60959	16.03337	22.42039	36.62299	22.47229	14.03626	19.42828	33.69873	20.43255	31.71327	31.266	20.51332	34.23361	28.04654	12.6951	39.52075	41.36174	54.37843	32.55684	10.52317	44.17917	10.71294	20.02397	28.13643	7.59979	23.27115	21.70567	32.40698	37.63652	38.13323	14.42285	25.99671	40.25582	23.86424	27.15562	32.35262	18.03472	37.68667	41.60493
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	4.98851	0.13816	0.0	0.01205	0.12725	0.24329	0.1605	0.39855	0.03931	0.00164	0.00221	0.08192	0.06706	1.50014	0.14803	0.73243	0.03233	8.08311	0.00633	0.30352	0.72285	0.88338	0.19425	0.11201	0.06267	0.25468	0.00263	1.38191	1.85155	0.05042	0.0014	0.01151	0.16513	0.34175	0.00129	0.00248	6.31096	0.26705	0.00306
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	4.19368	7.0783	12.77228	17.02031	5.00575	16.94693	9.76283	23.88299	9.55626	18.38782	14.29591	16.91856	14.37639	13.40199	10.12238	20.73713	5.99175	0.71728	47.00171	4.23982	24.17372	4.61697	9.98631	40.3058	30.77685	10.0499	45.24497	2.28223	19.59791	8.34129	14.77817	10.29551	15.2495	13.30424	7.82877	7.66317	11.73643	13.42393	31.77467
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	2.86058	3.01534	0.87267	3.0099	2.07563	1.20405	2.07769	0.55748	6.54564	6.72833	2.16553	1.83732	8.0252	3.18074	10.67762	2.16132	2.29698	4.49747	5.07814	13.83536	1.58807	1.35673	3.95581	0.7771	1.48036	6.44416	0.61044	3.53953	0.23488	1.81912	7.32806	1.5001	1.36245	3.69293	2.20894	0.80259	2.83157	3.76678	1.9782
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2.73305	18.18374	4.12252	4.97698	13.219	8.68191	11.74513	2.28437	6.51632	2.98517	4.25603	6.15587	1.34134	5.14442	13.36909	3.14193	0.34458	0.13536	0.02715	2.51189	0.01042	1.36657	0.72223	5.00739	2.67239	2.74376	1.60245	4.73962	6.08591	0.22251	8.34141	3.94041	7.9258	4.98056	3.28082	6.24713	2.3017	4.05598	2.66947
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified	2.3982	2.68531	0.4901	2.1905	1.52918	0.78063	1.31841	0.80488	3.20503	1.24498	3.02582	3.14193	1.18221	1.37263	1.84401	2.73577	4.44486	0.32507	1.96851	0.20902	1.70063	2.33587	1.34658	1.56187	3.82503	3.48789	1.66661	0.37543	3.35624	4.76431	1.67617	1.22413	1.42495	2.08272	1.86831	1.67524	1.75704	4.81809	0.96482
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2.08878	2.30957	0.19582	0.65574	0.84755	2.10646	0.55787	4.46771	0.85464	3.21162	2.26026	2.5922	1.84059	5.71215	1.18425	0.57569	9.2637	0.07914	0.10336	3.55942	0.15136	3.71124	3.47714	3.47986	2.59128	3.06368	2.85859	9.16066	0.50649	0.85599	8.99921	1.04916	0.01518	1.1164	1.19378	4.92455	7.16582	0.18737	2.81085
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	1.7168	0.56055	0.0	0.0	0.01075	0.0	0.56492	0.0	0.24767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17181	0.0	0.00515	0.0	0.0	0.0	0.46192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	1.45098	0.0	0.0	0.0	0.0	0.0	0.02567	0.0	0.00497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60126	0.0	0.0	0.0	0.0	0.0	0.00789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	1.39036	0.17293	0.29742	0.52727	1.72599	0.55031	3.60793	0.0	0.25996	0.0	0.19883	1.36521	0.0	0.32856	1.55975	0.44135	2.915	0.0	0.0	0.76661	0.0	0.29632	0.41093	0.0	0.0	1.02289	1.24858	0.23881	0.79583	0.14726	0.80169	0.27719	0.37887	0.3718	0.22905	0.25607	0.00466	0.8006	0.21487
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	1.3105	2.11783	2.19238	3.23294	0.25955	1.35594	1.27572	0.53546	0.62491	4.11428	2.43841	2.75	1.18954	0.45423	0.19672	1.08132	0.9015	5.14801	0.27109	0.51123	0.31664	2.18938	4.86796	0.72506	2.46242	0.13652	0.45386	3.61353	0.72743	1.23985	0.164	2.87869	0.44279	0.0855	0.70738	0.43352	0.6998	1.75401	1.1766
