clade_name	ERR6281997	ERR6229432	ERR6282298	ERR6281944	ERR6281939	ERR6282070	ERR6282137	ERR6282383	ERR6281677	ERR6281658	ERR6281586	ERR6281941	ERR6281751	ERR6281505	ERR6281499	ERR6281942	ERR6281433	ERR6281504	ERR6281431	ERR6281448	ERR6281500	ERR6281518	ERR6281342	ERR6281344	ERR6281340	ERR6281432	ERR6280948	ERR6281434	ERR6281341	ERR6281343	ERR6280910	ERR6279683	ERR6279682	ERR6281000	ERR6279680	ERR6280907	ERR6279679	ERR6279675	ERR6279678	ERR6279673	ERR6279677	ERR6280899	ERR6279674	ERR6279676	ERR6279681	ERR6279668	ERR6279671	ERR6279672	ERR6279667	ERR6279665	ERR6279663	ERR6279664	ERR6279666	ERR6279662	ERR6279658	ERR6279660	ERR6279670	ERR6279659	ERR6279656	ERR6279653	ERR6279654	ERR6279652	ERR6279669	ERR6279661	ERR6279651	ERR6279650	ERR6279649	ERR6279646	ERR6279648	ERR6279645	ERR6279644	ERR6279629	ERR6279655	ERR6279627	ERR6279647	ERR6279657	ERR6279625	ERR6279628	ERR6279626	ERR6279623	ERR6279621	ERR6279620	ERR6279615	ERR6279619	ERR6279616	ERR6279622	ERR6275684	ERR6279614	ERR6275681	ERR6279624	ERR6254871	ERR6254870	ERR6275661	ERR6243879	ERR6248618	ERR6264281	ERR6239138	ERR6243877	ERR6243880	ERR6243878	ERR6235717	ERR6235716	ERR6239139	ERR6236131	ERR6235718	ERR6233693	ERR6233692	ERR6232687	ERR6232688	ERR6233694	ERR6232529	ERR6232686	ERR6232528	ERR6232526	ERR6232525	ERR6232523	ERR6232521	ERR6232522	ERR6232527	ERR6232518	ERR6232425	ERR6232458	ERR6232382	ERR6231548	ERR6232524	ERR6231616	ERR6230278	ERR6230340	ERR6230326	ERR6231475	ERR6233695	ERR6230245	ERR6275682	ERR6275683	ERR6275678	ERR6275679	ERR6275680	ERR6275676	ERR6279618	ERR6275675	ERR6275672	ERR6275677	ERR6275671	ERR6275670	ERR6275669	ERR6275673	ERR6275667	ERR6275664	ERR6275665	ERR6275666	ERR6275659	ERR6275663	ERR6275674	ERR6275668	ERR6275652	ERR6271720	ERR6267711	ERR6271719	ERR6267712	ERR6257997	ERR6271721	ERR6273965	ERR6264280	ERR6254869
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.51317	0.18342	0.03934	0.44964	0.15547	0.25914	0.08314	0.26473	0.03011	0.13214	0.07994	0.35724	0.25194	0.89933	0.1915	2.19736	0.46425	0.03144	0.8503	0.08522	3.36479	2.46538	0.36863	0.93124	0.10184	0.09835	1.33953	0.4348	0.41097	0.75347	0.27832	0.09811	1.54611	0.24513	0.71851	0.26017	0.76236	0.22765	0.3552	1.21905	0.29402	2.82104	2.7769	0.9516	2.18622	0.37387	2.0229	0.1843	2.04119	1.06929	3.26768	2.07002	0.96625	2.08321	1.75827	1.45792	4.10586	0.1799	1.96474	0.76597	1.17482	0.20795	1.95631	3.26164	0.35344	1.7672	5.95119	0.0243	2.1087	0.02143	0.32736	9.65021	0.91683	0.01899	0.18133	1.04019	2.08464	0.22634	0.31782	0.05747	3.11432	0.00121	0.54892	1.48993	0.9562	1.10948	0.6109	0.22045	0.80523	1.72109	0.0679	0.21629	1.33113	0.4006	0.28709	1.53628	0.66602	1.47953	3.23754	0.0783	0.39774	1.1555	0.23323	0.22835	0.05708	1.85002	0.0714	1.54219	2.47271	0.49683	1.54058	0.36491	1.45963	1.06399	0.12805	1.83002	0.14482	0.49824	3.08663	0.96354	22.50755	5.24009	0.95645	0.34203	0.00847	0.12551	0.84201	0.46049	1.15461	2.89009	6.04877	0.57262	13.48531	0.79517	0.893	1.10528	0.91088	0.2612	8.38002	0.67527	4.37442	3.14774	2.17043	3.74913	2.88287	1.46973	5.72857	0.46823	0.92664	1.41811	0.72633	1.57366	2.46528	1.36958	4.83312	7.49173	4.14398	3.08797	2.88366	3.7875	0.54649	1.33836	0.15975	0.19407
k__Bacteria|p__Firmicutes|c__Negativicutes	0.40401	0.17904	0.76952	0.14661	1.27321	3.84346	0.97487	0.81912	2.67297	1.61743	2.82273	0.2449	0.48381	0.41442	0.05822	10.00932	0.51543	2.62094	0.53926	0.76831	1.24428	0.31454	0.0764	0.31929	5.30878	1.78322	0.72635	1.41376	0.58048	0.5664	1.24554	0.2597	6.18578	0.06462	0.92756	0.40131	1.08815	0.24052	1.31977	0.35738	0.00124	0.61053	1.30353	0.55176	0.42406	1.01626	3.26836	0.22358	0.10687	0.00642	0.29239	0.02063	0.03388	0.51248	0.24047	4.94054	0.48028	0.98359	1.24379	0.83149	3.52946	0.6562	0.34867	0.02442	1.18627	1.78509	0.73947	4.8812	0.59916	0.35435	0.43304	1.86687	0.23805	0.01137	5.03037	3.03974	0.5393	1.522	0.87803	0.1292	0.38181	0.47279	0.18631	0.54786	1.4874	1.08635	2.75352	2.16299	0.05862	0.00879	0.23795	0.6678	0.02255	0.00963	0.40894	0.35053	0.47975	1.48038	1.91662	1.65219	1.44828	7.12705	0.89004	3.80164	2.94425	0.85939	2.2045	0.53378	0.2202	0.28097	0.46709	0.35606	5.84503	0.19124	0.77602	0.81792	2.74567	6.27796	0.06864	0.01939	0.00232	2.45462	0.94399	2.33875	0.52808	0.14306	0.37578	1.33458	0.5523	0.61998	0.83636	2.56651	0.92761	0.5168	8.92171	0.22622	1.25015	1.28085	7.70898	0.92749	0.71576	1.79998	1.47787	1.33812	1.2878	0.81466	5.45701	0.8567	1.85015	0.93223	0.82766	3.9045	1.46883	1.35434	1.03493	4.25459	1.559	0.44907	3.20206	0.2913	0.87079	1.88307	0.55266	0.08158
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.38834	0.97343	0.83546	0.63274	1.17863	0.52055	0.32566	0.5672	0.61638	0.35434	0.72068	0	0	0.04093	0.18032	0.98105	0.41474	0.38836	0.01781	0.12511	0.025	1.8031	0.00116	0.03179	1.08087	0.02779	0.21226	0.03726	0.17076	0.03209	0.58684	0	0.00862	0.03438	0.47628	0.00721	0.09614	0.22792	0.11345	0.39361	0	0.25346	0.01383	0.02312	0.0001	0	0.01304	0.00169	0.02655	0.0089	0.00403	0	0	0.01159	0.09942	0	0.02071	0.00482	0.0043	0.77432	0	0	0.00341	0.00076	0.06914	0	0.07917	0	0.67355	0.09786	0.31817	0.28358	0	0.01134	0.03745	0.18669	0	0.25552	0.0158	0	0	0.06329	0.02763	0.12384	0.00491	0	0	0.89042	0	0	0.73502	0	0.03535	0	0.02202	0.15788	0	0	0.19087	0.66921	0.22109	0	0.12547	0	0	0	0.17494	0.05384	0.01052	0.073	0	0.05148	0.01664	0	0.01718	0.00874	0	0.02867	0	0	0	0.01383	0	0	0.00891	0	0	0.23	0	0.04387	0.17144	0	0.59219	0.02707	0	0.01006	0.0106	0.05504	0.00917	0.00283	0.147	0.22828	0.22043	0.91381	0.82942	0.40651	0.3901	0.07432	1.0588	0.09361	0.55193	1.08141	0.54455	0.05715	0.37382	0.16293	0.05348	0.29233	0.07731	0.01476	0.44666	0	0.41257	0.75714
k__Bacteria|p__Bacteroidetes|c__CFGB602	0.37582	0.10506	0	0	0	0	0	0.48873	0.42619	1.67689	0.02495	0	0	0	0	0	0	0	0	0.0351	0	0.0012	0	0	0.0357	0	0.00791	0.00201	0	0	0.00231	0	0.00478	0.0116	0	0	0	0	0.00174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01799	0	0	0.00918	0	0	0	0	0	0	0	0.01393	0	0	0	0	0	0	0	0	0.00097	0	0.0011	0	0	0	0	0	0	0.78458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00941	0	0	0	0	0	0	0	0.00311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00544	0.35687	0.04135	0	0.08131	0.26793	0.01823	0	0.11796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	0.36176	0.07902	0	0	0	0	0	0	2.67753	0	3.80196	0	0	0	0	0	0	0.00507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01725	0.02002	0.02024	0	0	0	0	0	0.00252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23524	0	0	0	0	0	0.03206	0	0	0	0	0	0	0	0	0	0	0	0.00156	0	0	0	0	0	0	0	0	0.09331	0	0.00021	0	0	0	0	0	0.01537	0	0	0	0	0	0	0.00724	0	0	0	0	0	0	0	0	0	0	0	0.02203	0	0.01757	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03194	0	0.00239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01824	0.06703	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76357	0.35483	0	0	0	0	0	0.07158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1016	0	0	0	0	0.03524	0	0	0	0	0	0	0	0	0	0.00079	0.0096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00983	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia	0.23154	0.44201	0.06256	0.03476	1.32965	0.01	0.07812	0.09213	0.09463	0.0128	0.18956	0.46572	0.15851	0.39072	6.83229	1.42382	5.09823	5.12994	0.77563	1.24666	2.88762	3.22589	39.70671	2.78719	10.70419	1.21244	0.86105	3.84265	0.15569	26.42428	26.19181	14.31801	6.38489	32.49222	12.73518	11.62403	5.21884	17.84083	2.6561	9.71462	4.72679	10.97284	13.9347	10.383	2.53845	30.55712	1.77348	1.99264	4.93434	1.77028	15.17961	39.70315	24.70769	4.94153	8.1278	0.10846	7.98191	2.65401	10.78894	5.50694	4.09908	2.59092	17.64881	4.60286	23.34356	0	0.14865	18.35709	10.05425	14.51363	20.35322	13.23988	7.03294	53.64956	0.5659	3.71434	39.20097	3.85321	7.14736	28.54113	5.37039	1.97731	28.26269	5.66936	3.50872	1.18188	12.1858	17.46902	10.19839	3.83006	2.97494	16.34102	3.97625	14.00144	28.43279	9.95532	1.32607	0.43045	10.33394	2.69694	2.29825	0.05214	4.91931	10.65756	8.49676	14.55032	4.95688	4.00287	20.94013	16.74097	5.08729	16.30756	7.37692	18.53973	49.75722	2.70359	14.73497	0.96707	15.02603	55.15175	4.0452	5.55292	16.47436	8.10852	31.27584	26.66466	33.25097	28.13298	3.36974	16.92428	3.12862	19.87017	0.07707	6.5871	19.29685	40.52648	9.47692	6.98878	11.05641	0.43484	24.92358	1.78831	5.52528	0.42423	0.36162	4.52367	6.48436	17.62617	7.4835	10.95711	1.91531	1.85724	0.69231	0.77433	4.33977	2.23653	11.15623	0.08672	7.39718	13.52322	7.72529	10.05279	14.88913	0.05824
k__Bacteria|p__Bacteroidetes|c__CFGB2107	0.22222	0	0	0	0	0.002	0	0	0.88929	1.38509	4.48359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00334	1.39903	0	0	0	0	0	0	0.0008	0	0	0	0	0.0167	0	0	0.76855	0	0	0	0	0	0	0	0.0757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02154	0.00334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB38642	0.2098	0.35892	0.01902	0	0	0	0.0344	0.03484	0.62458	0	0	0	0	0.54947	0.19351	0	0	0.35274	2.98181	0.64776	0.06059	0.90457	0.60344	1.9763	0.09279	0.0183	0.09249	0.13465	0	0.01421	0.02891	0.00022	1.91324	0.27887	0.77164	0.28355	0	1.30996	1.37819	0.201	0.23144	0.93996	1.95008	0.80821	0.85288	0	0.33032	3.73612	0.10366	0.25491	0.30334	0.61896	2.56656	0.90382	0	0	0	0	0.05075	0.17965	0.24309	0.12251	0.21246	0.1425	0	0.26959	0.72088	0	0.38295	1.01737	2.19281	0	1.71137	0.12459	2.31929	0.07069	0	1.26815	0.4432	0	0.13148	2.03111	0.06188	2.01921	0.49705	1.97774	1.05758	0	0.10494	0	0.62616	0.36659	0.05944	0	0.11388	0.24708	0.02764	0	0.28248	4.57262	0.01753	1.09941	0.22416	0.17728	0.98352	0	3.83573	0.77496	0	0.27245	0.16552	0.54304	0	0	0.05797	0.02905	1.14195	1.03533	0	0	0.00238	0.001	0.00241	0.90633	0.00404	0.26182	0	0.0181	0	0.16524	1.14777	0.0444	0.4071	0.05948	0.14676	0	1.51327	1.04942	0	6.61275	0.15705	0	0.75426	0	1.32449	1.76068	0.05222	0	0	0.921	1.13042	0.11136	0	2.75578	1.564	0	0.09017	0	0	0.05709	2.30348	0	0	1.63979
k__Bacteria|p__Firmicutes|c__CFGB2915	0.17147	0.0814	0	0	0	0	0	0.00615	0.00759	0	0	0	0	0	0	0.00061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00065	0	0	0	0	0	0	0.00359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00141	0	0	0	0	0	0	0	0	0	0	0	0.00043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0399	0	0	0	0	0	0.00433	0	0.00459	0	0.00189	0	0	0	0.03792	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2945	0.11548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB15209	0.1115	0	0	0	0	0	0.03584	0.05879	0	0	0	0	0	0	0.05672	0	0	0	0	0.1854	0	0.05067	0	0	0	0	0.03375	0.00086	0	0	0	0	0	0	0.02139	0	0	0	0.01338	0.00055	0	0.02525	0	0	0.07981	0	0	0	0.00364	0	0.00073	0.63349	0	0.00596	0	0	0	0	0	0	0	0	0	0	0	0.01015	0.35799	0	0	0.01305	0.35584	0	0.01799	0	0.13678	0	0	0.1348	0.14916	0	0	0	0	0.09455	0.00746	0.00612	0	0	0.01439	0	0.05416	0	0	0	0	0	0	0	0.01051	0	0	0	0.09938	0.0067	0	0	0	0	0	0	0.01245	0	0	0	0	0	0.03392	0.01658	0	0	0	0	0	0	0.00356	0	0	0	0	0	0.33034	0	0.01104	0	0.00262	0	0.13369	0.2328	0	0.05756	0	0	0	0	0	0.28885	0	0	0	0.01468	0	0	0	0.34847	0.2032	0	0	0	0	0.13889	0.00416	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76352	0.09841	0.0192	0	0	0	0	0	0	0	0.21575	1.07219	0	0	0	0	0	0	0.03293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5049	0	0.02873	0	0	0.00971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46727	0	0	0	0	0.00667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3415	0	0.03965	0.18719	0	0	0	0	0	0	0	0.19145	0	0	0	0	0.01419	0	0	0	0	0	0	0	0	0	0	0.04657	0	0	0	0.00469	0	0	0	0	0	0	0.00335	0	0	0	0	0	0.00283	0	0	0	0	0	0	0	0	0.14086	0.10601	0	0	0	0	0	0	0.26919	0.18577	0	0	0.16765	0	0	0	3.79356	1.32381	0	0	0	0	0.15414	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0.09636	0.12778	0.03026	0.16618	0	9.14836	0.01762	0.07042	1.49698	0.00165	0.00629	0	0.00077	0	0.5495	0.10731	0.05644	0.86264	0.23963	0.56777	0	0.01842	0.12351	0.43016	0.12899	0	0.11653	0.84019	0.03329	0.43335	0	0.00248	0.0779	0	0.05584	0.05641	0	0.00803	0.1343	0.21441	0.00519	0.90032	0.23848	0.01434	1.31186	0	0.01987	0.00403	0.01072	0.00315	0.04949	0.00952	0.00772	0.09777	0	0	0.04922	0.0609	0.25871	0	0.16453	0	0.00329	0.00541	0.0281	0.03496	0.03045	0.15777	0.03093	0.08685	0.07479	0.36351	0.28958	0	0.12571	0.07653	0	0.04284	0.03574	0	0.0213	0.14889	0	0.23615	0.36331	0.30178	0.06356	0	0	0	0.16996	0.0015	0.00025	0	0	0.01609	0.2398	0	0.00056	0.06051	0.34567	0	0.02542	0.3758	0	0.04655	0	0.15972	0	0	0	0	0.40117	0	0.04789	0.00167	0.39722	0.31715	0	0	0	0	0.12282	0.00143	0.69591	0.2332	0	0.13956	0	0.0023	0.5003	0.24759	0.60416	0.01772	1.88194	0.00686	0.01714	0.01395	0	0.00363	0.19162	0.09469	0.05165	1.31999	0.01189	0	0.07302	0	0	0.05196	0.02592	0.13317	0.91445	0.04514	0.06067	0.08772	0	0.02316	0	0.01786	0.02746	0	0.02067	0.40324
k__Bacteria|p__Firmicutes|c__CFGB3040	0.09244	0.02703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03594	0	0	0	0	0	0.01816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2932	0.0895	0	0	0	0	0	1.27663	0	0	0	0	0	0	0	0.05513	0	0	0	0	0	0	0.01679	0	0	0	0	0.01277	0	0	0	0	0	0	0	0.07264	0	0	0	0	0	0	0.01937	0	0	0	0	0	0	0	0	0	0	0	0.00539	0	0	0	0	0	0	0	0	0	0	0	0.00139	0.01152	0	0	0.13772	0	0	0	0	0	0	0	0.07363	0.02633	0	0	0	0	0	0	0.01081	0.01564	0	0.01196	0	0	0	0.00692	0	0	0.03591	0	0	0	0	0.09599	0	0	0.00344	0.00078	0	0.00538	0	0	0	0	0	0	0	0	0	0	0.00404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77051	0	0	0	0	0.03745	0.70786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00395	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB72926	0.06503	0	0	0	0	0	0.00679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08168	0	0	0	0	0	0	0.06961	0	0	0	0.00069	0	0.00747	0	0	0	0	0	0	0	0	0.43607	0.06525	0	0	0.00601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13234	0	0.1955	0	0	0	0.0579	0.0287	0	0	0	0	0.04552	0	0.01548	0.00174	0	0	0	0	0	0.18264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25174	0	0	0	0	0	0	0.00633	0	0	0	0.00458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00267	0	0.00658	0	0	0	0	0	0	0.7355	0.00376	0	0.14517	0	0	0.0125	0	0	0	0	0	0.0937	0	0	0.1566	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1126	0.04677	9.00E-05	0.00103	0.05298	0	0	0	0	0.04235	0	0.00115	0	0	0	0	0.00931	0	0	0	0	0	0	0	0	0.00105	0	0	0	0	0.01106	0	0	0	0	0	0.00455	0	0	0	0	0	0	0.00467	0.00357	0	0	0	0.00021	0	0.00015	0	0	0	0	0	0	0.0008	0	0	0	0.00062	0	0	0	0	0	0	0	0	0	0	0.00536	0.00011	0	0	0.00798	0	0.00012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00295	0	0	0	0.00157	0	0	0	0.0109	0.01496	0.00842	0.00842	0.00234	0.00308	0	0.03871	0	0	0	0	0	0	0.00862	0
k__Bacteria|p__Firmicutes|c__CFGB1507	0.04033	0.00795	0.05779	0.00325	0	0.03668	0.00082	0.02841	0	0.03838	0.02357	0.00723	0	0	0	0.01763	0.02674	0.00828	0	0	0	0.00094	0	0.00079	0	0	0.00078	0	0.00663	0.00221	0	0	0	0	0	0.04625	0	0	0.00329	0.00069	0	0	0	0.00508	0	0	0	0	0	0	0.02496	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05018	0	0.02904	0	0	0.00422	0.00585	0	0	0	0.02787	0.00456	0.00762	0.0041	0	0	0	0.01886	0	0	0	0	0	0.03353	0	0	0.00192	0	0	0	0	0.00417	0	0	0	0.06807	0	0	0	0	0	0	0	0	0	0	0	0	0.01334	0	0	0	0	0	0	0	0	0.00256	0	0	0	0	0	0.00611	0	0.01676	0.01672	0	0.00026	0.01204	0	0.05365	0.01125	0.01974	0.00207	0.03983	0.03324	0	0	0.05098	0.00993	0	0	0.05812	0	0	0.00688	0.01087	0	0.00907	0.03069	0.04016	0	0	0.00362	0	0	0	0.03165	0.01442
k__Bacteria|p__Firmicutes|c__CFGB2936	0.03875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01938	0.00435	0	0	0	0.01405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10098	0	0	0	0.07596	0.03765	0	0.03706	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09321	0.02279	0	0	0	0	0	0.00504	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1226	0.03613	0.02639	0	0.11003	0	0.23483	0.19649	0.25311	0.07095	0	0	0	0	0	0	0	0	0.06451	0	0.0314	0	0.0427	0	0.01268	0	0	0.03112	0.00087	0	0	0	0	0	0	0.16746	0	0	0	0	0.00828	0.00289	0.002	0	0	0	0	0.00022	0	0.01451	0	0	0.02536	0	0	0	0	0	0	0	0	0.04468	0	0.02724	0	0.01083	0.11181	0.20048	0	0	0.05952	0.0789	0	0	0	0.05582	0.03187	0	0.30383	0.02195	0	0	0	0	0.00621	0	0.00049	0	0	0	0	0.06331	0	0	0	0	0.02277	0	0	0.00137	0.0607	0.00694	0	0.04447	0	0.00282	0	0.02983	0.15814	0	0	0	0	0	0	0	0	0.12764	0.02606	0	0	0	0	0	0	0	0	0	0.01153	0	0	0.16718	0	0.0016	0.00216	0	0	0.19602	0.40252	0	0.1548	0	0.03486	0.04577	0	0.02885	0.10415	0.046	0.00837	0	0.02822	0.0542	0.09494	0	0.06211	0.42488	0.00851	0	0	0	0.00857	0.05539	0	0.0033	0.00065
k__Bacteria|p__Firmicutes|c__CFGB3068	0.03545	0.04311	0	0.03227	0	0	0.09295	0.36155	0.05709	0	0.0042	0.01749	0.47977	0	4.45519	0.06382	0.21471	7.47036	0	5.19255	1.49646	1.62498	0.23628	0	0	0	0.22797	2.87957	0.51517	0.6494	0	0	6.30112	0	0.70126	0.64702	0	0	3.59642	0.90616	0.05243	2.75798	1.23493	0.44578	2.1968	0	0.70343	3.49581	1.44802	0	0.5676	0.95617	0.87362	0.93135	2.87207	0	0	0.70442	0.89164	2.32441	0.36792	3.01714	0.74402	0.1922	0	1.49163	0.81911	0	0.37801	0.5354	0.46315	0	0.45111	0.60076	1.39031	0.1149	0.81953	0.61009	0.87003	2.23426	2.29715	2.4602	0	0.57224	1.06082	7.97488	3.57019	0	4.63776	0	0.53265	6.42663	0.40118	0	0.10825	0.53102	5.48687	0	2.00012	0.89241	1.76174	1.83115	1.6125	1.53398	0.05885	0.04258	2.0767	3.10895	0	0	2.25465	0.00062	0	0	0.9528	2.75201	0.18269	0.7687	0	0	0.06956	1.20538	2.19583	1.04414	0.01332	1.12375	0.60703	1.10385	0.74994	0.9008	0.74554	1.38448	1.15142	1.25184	0.25287	0.04096	1.12722	2.08596	0.00068	0.41736	0.36605	0.05438	0.30327	0	0.32312	0.15339	0.07719	0.07791	0	0.20243	0.29342	0.57182	0	0.41046	0.34596	0.59589	0.23375	0.14056	0.261	0.27395	0.5294	0	0.78666	0.052
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	0.03128	0.01218	0	0	0	0	0.03959	0.01382	0.0446	0	0	0	0	0	0.00495	0	0	0.00469	0	0.10603	0	2.44076	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0.02998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03525	0	0.02954	0	0	0	0.00347	0	0	0	0.51212	0	0	0	0	0	0	0.09706	0.00983	0	0	0	0	0	0	0	0	0.05428	0	0	0	0	0	0	0	0	0.00017	0	0	0	0	0	0.30854	0	0	0	0	0	0	0.07377	0	0	0	0	0	0	0	0	0	0	0	0	0.00159	0	0	0	0	0	0	0	0	0.10789	0	0	0	0	0	0	0	0	0	0	0	0.21219	0	0.0113	0.15328	0	0	0	0	0.57615	0.10512	0	0	0
