clade_name	metaphlan_SRR13068812	metaphlan_SRR13068813	metaphlan_SRR13068814	metaphlan_SRR13068815	metaphlan_SRR13068816	metaphlan_SRR13068817	metaphlan_SRR13068818	metaphlan_SRR13068819	metaphlan_SRR13068820	metaphlan_SRR13068821	metaphlan_SRR13068822	metaphlan_SRR13068823	metaphlan_SRR13068824	metaphlan_SRR13068825	metaphlan_SRR13068826	metaphlan_SRR13068827	metaphlan_SRR13068828	metaphlan_SRR13068829	metaphlan_SRR13068830	metaphlan_SRR13068831	metaphlan_SRR13068832	metaphlan_SRR13068833	metaphlan_SRR13068834	metaphlan_SRR13068835	metaphlan_SRR13068836	metaphlan_SRR13068837	metaphlan_SRR13068838	metaphlan_SRR13068839	metaphlan_SRR13068840	metaphlan_SRR13068841	metaphlan_SRR13068842	metaphlan_SRR13068843	metaphlan_SRR13068844	metaphlan_SRR13068845	metaphlan_SRR13068846	metaphlan_SRR13068847	metaphlan_SRR13068848	metaphlan_SRR13068849	metaphlan_SRR13068850	metaphlan_SRR13068851	metaphlan_SRR13068852	metaphlan_SRR13068853
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB35068	0.0	0.0	0.02103	0.0	0.0	0.1313	0.01401	0.0	0.03323	0.00962	0.0	0.0	0.0	0.0472	0.01482	0.05203	0.03987	0.05792	0.0	0.0	0.0	0.0	0.0	0.01677	0.01274	0.03761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07119	0.10058	0.0	0.0	0.0	0.0	0.00065	0.0	0.07651
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter	0.0	0.0	0.0189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06749	0.12701	0.54419	0.0	0.00383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00847	0.0	0.0	0.0	0.03037	0.0	0.005	0.0	0.0	0.0	0.5231	0.09687
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__GGB4897	0.0	0.0	0.01223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB4456	0.0	0.0	0.01148	0.0	0.0	0.00047	0.0	0.0	0.02176	0.0	0.00631	0.00869	0.00854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00524	0.0	0.00964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06176	0.00139	0.00181	0.0	0.0	0.00291
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB45432	0.0	0.0	0.00943	0.01896	0.00278	0.0	0.0	0.02331	0.0	0.04078	0.00691	0.00875	0.0204	0.04178	0.0	0.0	0.0	0.0	0.0	0.00669	0.05579	0.0	0.03255	0.0	0.04259	0.03296	0.02416	0.00099	0.02104	0.01074	0.04283	0.01889	0.0	0.08902	0.0	0.01348	0.27394	0.0	0.10929	0.0	0.01092	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella	0.0	0.0	0.00201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01678	0.0	0.0	0.0	0.0	0.0	0.0	0.00012	0.0	0.01406	0.0	0.0	0.11162	0.0	0.0	0.02289	0.0	5.69914	0.0	0.0	0.0	0.0	0.00399	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalimonas	0.0	0.0	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13732	0.02754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40505
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	0.0	0.0	0.00062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00374	0.0	0.00708	0.00684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12833	0.0	0.02837	0.86889	0.49499	0.0	0.2996	1.78488	0.00128	0.02667	0.01735	0.0	0.0	0.0	0.0	0.0	0.0	0.98822
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza	0.0	0.0	0.408	0.11582	0.16429	1.95983	0.5482	0.0	0.20779	0.0	2.87619	0.03499	0.12154	0.0135	0.0	0.21189	0.25795	0.00219	3.5781	0.87816	0.0	0.0	0.09851	0.0	0.01949	0.0543	0.0	0.04222	0.00224	0.0	0.0	0.02284	0.00644	0.0	0.0	0.2629	0.0544	0.82122	0.0	0.48228	0.0	0.11935
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF34_13	0.0	0.0	0.16469	0.0	0.0	0.72666	0.06745	0.0	0.03676	0.25113	0.0	0.0	0.0	0.0	0.0	0.0153	0.00755	0.0	0.51471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00644	0.0	0.0	0.0	0.00053	0.0	0.14763	0.0	0.0	0.0	0.0	0.0	0.03996
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_ascorbata	0.0	0.0	0.11193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella_histaminiformans	0.0	0.0	0.10745	0.0	0.0	0.04011	0.02152	0.0	0.02992	0.07095	0.11763	0.00793	0.00665	0.01748	0.0	0.12315	0.12134	0.04618	0.0	0.0	0.0	0.0	0.0	0.05857	0.07576	0.01005	0.0	0.0	0.0	0.00669	0.0	0.0	0.00834	0.017	0.00731	0.04823	0.0	0.0	0.0	0.06655	0.0	0.03446
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_AF02_12	0.0	0.0	0.08779	8.69494	0.00052	0.03742	0.13453	0.0	0.02223	0.10989	0.71385	0.09485	0.05989	0.0	0.01361	0.10434	0.50638	0.14875	0.0	6.15732	0.05487	0.66666	0.0	0.18799	0.0	0.07508	0.69151	0.80889	0.02005	0.0	0.00644	0.45807	0.04785	0.76797	1.35885	0.07855	1.20072	0.0792	0.33449	0.0235	0.06149	0.02525
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_edouardi	0.0	0.0	0.07266	0.01134	0.0	0.08052	0.06683	0.0	0.03728	0.0	0.00508	0.0	0.0	0.0	0.01852	0.02054	0.14434	0.0	0.0	0.0	0.0	0.0	0.0	0.00058	0.00046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07156
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Phocea|s__Phocea_massiliensis	0.0	0.0	0.04334	0.0	0.0	0.01097	0.0	0.0	0.01818	0.0	0.0	0.0	0.0	0.0	0.14322	0.01024	0.03894	0.00312	0.0	0.0	0.0	0.0	0.0	0.00756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00864	0.0	0.0	0.00418	0.0	0.00128	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Lactonifactor|s__Lactonifactor_sp_BIOML_A6	0.0	0.0	0.03501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01139	0.06717	0.0	0.0	0.0	0.0	0.0	0.0	0.0348	0.02186	0.01172	0.0	0.0038	0.00265	0.0	0.0	0.0	0.00113	0.04977	0.07425	0.0	0.00027	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2987|s__GGB2987_SGB3969	0.0	0.0	0.02881	0.0	0.0	0.0	0.0	0.0	0.02615	0.0	0.0	0.0	0.0	0.0	0.0	0.01175	0.01738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03103	0.01101	0.00028	0.0	0.0	0.0	0.0	0.0	0.0	0.02194	0.03902	0.00234	0.02851	0.0	0.00405	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_SGB6173	0.0	0.0	0.02453	0.0	0.0	0.0889	0.0	0.0	0.14165	0.03761	0.01744	0.01	0.11447	0.01448	0.0	0.01397	0.09183	0.0	0.0	0.06244	0.00274	0.0	0.13056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01702	0.0	0.0	0.0	0.0	0.0	0.05872	0.0	0.01992	0.0	0.00856	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	0.0	0.0	0.02305	0.00149	0.0	0.02185	0.00057	0.0	0.00284	0.06812	0.09754	0.02439	0.0	0.00304	0.0	0.01128	0.00514	0.0	0.0	0.13746	0.00046	0.0	0.0	0.04636	0.0	0.0	0.3781	0.0	0.0	0.0	0.0	0.01701	0.03691	0.00123	0.0	0.0	0.00259	0.0	0.0	0.0	0.03233	0.00114
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB35068|s__GGB35068_SGB47850	0.0	0.0	0.02103	0.0	0.0	0.1313	0.01401	0.0	0.03323	0.00962	0.0	0.0	0.0	0.0472	0.01482	0.05203	0.03987	0.05792	0.0	0.0	0.0	0.0	0.0	0.01677	0.01274	0.03761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07119	0.10058	0.0	0.0	0.0	0.0	0.00065	0.0	0.07651
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii	0.0	0.0	0.0189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00847	0.0	0.0	0.0	0.02589	0.0	0.005	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__GGB4897|s__GGB4897_SGB106351	0.0	0.0	0.01223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_1001270J_160509_D11	0.0	0.0	0.01185	0.0	0.0	0.0	0.0	0.0	0.00596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01834	0.0	0.02704	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_bilis	0.0	0.0	0.01176	0.0	0.0	0.00485	0.0	0.0	0.0	0.0	0.0	0.0	0.00408	0.0	0.00362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0145	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB4456|s__GGB4456_SGB6141	0.0	0.0	0.01148	0.0	0.0	0.00047	0.0	0.0	0.02176	0.0	0.00631	0.00869	0.00854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00524	0.0	0.00964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06176	0.00139	0.00181	0.0	0.0	0.00291
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp_NSJ_60	0.0	0.0	0.01088	0.0	0.0	0.01878	0.01745	0.0	0.03193	0.00167	0.41816	0.0	0.0	0.0	0.0	0.00248	0.00193	0.0	0.0	0.00599	0.0	0.0	0.0	0.0	0.0	0.0	0.00166	0.0	0.0	0.0	0.0	0.00184	0.02434	0.0	0.00106	0.00134	0.0789	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB45432|s__GGB45432_SGB63101	0.0	0.0	0.00943	0.01896	0.00278	0.0	0.0	0.02331	0.0	0.04078	0.00691	0.00875	0.0204	0.04178	0.0	0.0	0.0	0.0	0.0	0.00669	0.05579	0.0	0.03255	0.0	0.04259	0.03296	0.02416	0.00099	0.02104	0.01074	0.04283	0.01889	0.0	0.08902	0.0	0.01348	0.27394	0.0	0.10929	0.0	0.01092	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis	0.0	0.0	0.00803	0.0	0.06812	0.0	0.0	0.20846	0.0	0.0	0.0	0.0	0.0	0.0	0.0119	0.0	0.00348	0.0	0.02109	0.0	0.0	0.0	0.02549	0.0	0.0	0.0	0.0	0.0	0.0	0.15673	0.0	0.00393	0.0	2.91655	8.20857	0.59673	0.0	0.0	0.0	0.0	0.0	0.00644
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_cibaria	0.0	0.0	0.00201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012	0.0	0.00589	0.0	0.0	0.09624	0.0	0.0	0.02289	0.0	3.36754	0.0	0.0	0.0	0.0	0.00399	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_umbilicata	0.0	0.0	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13732	0.02754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40505
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_sp_AF41_9	0.0	0.0	0.00085	0.0	0.16702	0.09274	0.0	0.09018	0.00162	0.0	0.0	0.02277	0.0	0.0	0.12005	0.26259	0.2209	0.0	0.0	0.04324	0.0	0.02338	0.0	0.0036	0.0311	0.08402	0.0	1.0452	2.84442	0.0	2.01664	0.0	0.34478	0.0	0.0	0.0	0.00541	0.00761	0.00038	0.0	0.19498	0.11888
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis	0.0	0.0	0.00062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00374	0.0	0.00708	0.00684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00388	0.86889	0.49499	0.0	0.2996	1.78488	0.00128	0.00651	0.01735	0.0	0.0	0.0	0.0	0.0	0.0	0.98822
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza|t__SGB5075	0.0	0.0	0.408	0.11582	0.16429	1.95983	0.5482	0.0	0.20779	0.0	2.87619	0.03499	0.12154	0.0135	0.0	0.21189	0.25795	0.00219	3.5781	0.87816	0.0	0.0	0.09851	0.0	0.01949	0.0543	0.0	0.04222	0.00224	0.0	0.0	0.02284	0.00644	0.0	0.0	0.2629	0.0544	0.82122	0.0	0.48228	0.0	0.11935
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF34_13|t__SGB4659	0.0	0.0	0.16469	0.0	0.0	0.72666	0.06745	0.0	0.03676	0.25113	0.0	0.0	0.0	0.0	0.0	0.0153	0.00755	0.0	0.51471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00644	0.0	0.0	0.0	0.00053	0.0	0.14763	0.0	0.0	0.0	0.0	0.0	0.03996
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium|t__SGB4269	0.0	0.0	0.11547	0.0	0.35105	0.07156	0.02077	0.00159	0.13169	0.95113	0.13688	0.13695	0.37111	0.173	0.06112	0.36261	0.01549	1.12884	0.04978	0.00537	0.00942	0.01278	0.54492	0.10924	0.02998	0.24115	2.14777	1.71475	0.47463	0.76461	0.27735	0.42196	0.13413	0.07308	0.04245	0.42229	0.65749	0.29578	0.52704	0.30334	1.36286	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_ascorbata|t__SGB10107	0.0	0.0	0.11193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella_histaminiformans|t__SGB5843	0.0	0.0	0.10745	0.0	0.0	0.04011	0.02152	0.0	0.02992	0.07095	0.11763	0.00793	0.00665	0.01748	0.0	0.12315	0.12134	0.04618	0.0	0.0	0.0	0.0	0.0	0.05857	0.07576	0.01005	0.0	0.0	0.0	0.00669	0.0	0.0	0.00834	0.017	0.00731	0.04823	0.0	0.0	0.0	0.06655	0.0	0.03446
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_AF02_12|t__SGB4938	0.0	0.0	0.08779	8.69494	0.00052	0.03742	0.13453	0.0	0.02223	0.10989	0.71385	0.09485	0.05989	0.0	0.01361	0.10434	0.50638	0.14875	0.0	6.15732	0.05487	0.66666	0.0	0.18799	0.0	0.07508	0.69151	0.80889	0.02005	0.0	0.00644	0.45807	0.04785	0.76797	1.35885	0.07855	1.20072	0.0792	0.33449	0.0235	0.06149	0.02525
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_edouardi|t__SGB29433	0.0	0.0	0.07266	0.01134	0.0	0.08052	0.06683	0.0	0.03728	0.0	0.00508	0.0	0.0	0.0	0.01852	0.02054	0.14434	0.0	0.0	0.0	0.0	0.0	0.0	0.00058	0.00046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07156
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Phocea|s__Phocea_massiliensis|t__SGB14837	0.0	0.0	0.04334	0.0	0.0	0.01097	0.0	0.0	0.01818	0.0	0.0	0.0	0.0	0.0	0.14322	0.01024	0.03894	0.00312	0.0	0.0	0.0	0.0	0.0	0.00756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00864	0.0	0.0	0.00418	0.0	0.00128	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Lactonifactor|s__Lactonifactor_sp_BIOML_A6|t__SGB48013	0.0	0.0	0.03501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01139	0.06717	0.0	0.0	0.0	0.0	0.0	0.0	0.0348	0.02186	0.01172	0.0	0.0038	0.00265	0.0	0.0	0.0	0.00113	0.04977	0.07425	0.0	0.00027	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2987|s__GGB2987_SGB3969|t__SGB3969	0.0	0.0	0.02881	0.0	0.0	0.0	0.0	0.0	0.02615	0.0	0.0	0.0	0.0	0.0	0.0	0.01175	0.01738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03103	0.01101	0.00028	0.0	0.0	0.0	0.0	0.0	0.0	0.02194	0.03902	0.00234	0.02851	0.0	0.00405	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_SGB6173|t__SGB6173	0.0	0.0	0.02453	0.0	0.0	0.0889	0.0	0.0	0.14165	0.03761	0.01744	0.01	0.11447	0.01448	0.0	0.01397	0.09183	0.0	0.0	0.06244	0.00274	0.0	0.13056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01702	0.0	0.0	0.0	0.0	0.0	0.05872	0.0	0.01992	0.0	0.00856	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens|t__SGB1867	0.0	0.0	0.02305	0.00149	0.0	0.02185	0.00057	0.0	0.00284	0.06812	0.09754	0.02439	0.0	0.00304	0.0	0.01128	0.00514	0.0	0.0	0.13746	0.00046	0.0	0.0	0.04636	0.0	0.0	0.3781	0.0	0.0	0.0	0.0	0.01701	0.03691	0.00123	0.0	0.0	0.00259	0.0	0.0	0.0	0.03233	0.00114
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB35068|s__GGB35068_SGB47850|t__SGB47850	0.0	0.0	0.02103	0.0	0.0	0.1313	0.01401	0.0	0.03323	0.00962	0.0	0.0	0.0	0.0472	0.01482	0.05203	0.03987	0.05792	0.0	0.0	0.0	0.0	0.0	0.01677	0.01274	0.03761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07119	0.10058	0.0	0.0	0.0	0.0	0.00065	0.0	0.07651
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii|t__SGB10083	0.0	0.0	0.0189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02589	0.0	0.005	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4953	0.0	0.0	0.01478	0.0	0.07432	0.22365	0.11151	0.00467	0.39953	0.14093	0.0	0.03642	0.10899	0.01049	0.07873	0.18432	0.00564	0.0	0.0	0.0	0.0	0.0	0.0	0.00402	0.12047	0.59156	0.0	0.0	0.0	0.06813	0.0	0.0	0.0	0.21841	0.04716	0.0	0.0	0.0	0.0	0.2994	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__GGB4897|s__GGB4897_SGB106351|t__SGB106351	0.0	0.0	0.01223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_1001270J_160509_D11|t__SGB6139	0.0	0.0	0.01185	0.0	0.0	0.0	0.0	0.0	0.00596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01834	0.0	0.02704	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_bilis|t__SGB6847	0.0	0.0	0.01176	0.0	0.0	0.00485	0.0	0.0	0.0	0.0	0.0	0.0	0.00408	0.0	0.00362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0145	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB4456|s__GGB4456_SGB6141|t__SGB6141	0.0	0.0	0.01148	0.0	0.0	0.00047	0.0	0.0	0.02176	0.0	0.00631	0.00869	0.00854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00524	0.0	0.00964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06176	0.00139	0.00181	0.0	0.0	0.00291
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp_NSJ_60|t__SGB15124	0.0	0.0	0.01088	0.0	0.0	0.01878	0.01745	0.0	0.03193	0.00167	0.41816	0.0	0.0	0.0	0.0	0.00248	0.00193	0.0	0.0	0.00599	0.0	0.0	0.0	0.0	0.0	0.0	0.00166	0.0	0.0	0.0	0.0	0.00184	0.02434	0.0	0.00106	0.00134	0.0789	0.0	0.0	0.0	0.0	0.0
