#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	metaphlan_SRR16554624	metaphlan_SRR16554625	metaphlan_SRR16554626	metaphlan_SRR16554627	metaphlan_SRR16554628	metaphlan_SRR16554629	metaphlan_SRR16554630	metaphlan_SRR16554631	metaphlan_SRR16554632	metaphlan_SRR16554633	metaphlan_SRR16554634	metaphlan_SRR16554635	metaphlan_SRR16554636	metaphlan_SRR16554637	metaphlan_SRR16554638	metaphlan_SRR16554639	metaphlan_SRR16554640	metaphlan_SRR16554641	metaphlan_SRR16554642	metaphlan_SRR16554643	metaphlan_SRR16554644	metaphlan_SRR16554645	metaphlan_SRR16554646	metaphlan_SRR16554647	metaphlan_SRR16554648	metaphlan_SRR16554649	metaphlan_SRR16554650	metaphlan_SRR16554651	metaphlan_SRR16554652	metaphlan_SRR16554653	metaphlan_SRR16554654	metaphlan_SRR16554655	metaphlan_SRR16554656	metaphlan_SRR16554657	metaphlan_SRR16554658	metaphlan_SRR16554659	metaphlan_SRR16554660	metaphlan_SRR16554661	metaphlan_SRR16554662	metaphlan_SRR16554663	metaphlan_SRR16554664	metaphlan_SRR16554665	metaphlan_SRR16554666	metaphlan_SRR16554667	metaphlan_SRR16554668	metaphlan_SRR16554669	metaphlan_SRR16554670	metaphlan_SRR16554671	metaphlan_SRR16554672	metaphlan_SRR16554673	metaphlan_SRR16554674	metaphlan_SRR16554675	metaphlan_SRR16554678	metaphlan_SRR16554679	metaphlan_SRR16554680	metaphlan_SRR16554681	metaphlan_SRR16554684	metaphlan_SRR16554686	metaphlan_SRR16554687	metaphlan_SRR16554689	metaphlan_SRR16554691	metaphlan_SRR16554692	metaphlan_SRR16554693	metaphlan_SRR16554694	metaphlan_SRR16554695	metaphlan_SRR16554696	metaphlan_SRR16554697	metaphlan_SRR16554698	metaphlan_SRR16554699	metaphlan_SRR16554700	metaphlan_SRR16554701	metaphlan_SRR16554702	metaphlan_SRR16554703	metaphlan_SRR16554704	metaphlan_SRR16554705	metaphlan_SRR16554706	metaphlan_SRR16554707	metaphlan_SRR16554708	metaphlan_SRR16554710	metaphlan_SRR16554711	metaphlan_SRR16554712	metaphlan_SRR16554713	metaphlan_SRR16554714	metaphlan_SRR16554715	metaphlan_SRR16554716	metaphlan_SRR16554717	metaphlan_SRR16554718	metaphlan_SRR16554719	metaphlan_SRR16554720	metaphlan_SRR16554721	metaphlan_SRR16554722	metaphlan_SRR16554723	metaphlan_SRR16554724	metaphlan_SRR16554725	metaphlan_SRR16554726	metaphlan_SRR16554727	metaphlan_SRR16554728	metaphlan_SRR16554729	metaphlan_SRR16554730	metaphlan_SRR16554731	metaphlan_SRR16554732	metaphlan_SRR16554733	metaphlan_SRR16554734	metaphlan_SRR16554735	metaphlan_SRR16554736	metaphlan_SRR16554737	metaphlan_SRR16554738	metaphlan_SRR16554739	metaphlan_SRR16554740	metaphlan_SRR16554742	metaphlan_SRR16554743	metaphlan_SRR16554744	metaphlan_SRR16554745	metaphlan_SRR16554746	metaphlan_SRR16554747	metaphlan_SRR16554748	metaphlan_SRR16554749	metaphlan_SRR16554750	metaphlan_SRR16554751	metaphlan_SRR16554752	metaphlan_SRR16554753	metaphlan_SRR16554754	metaphlan_SRR16554755	metaphlan_SRR16554756	metaphlan_SRR16554757	metaphlan_SRR16554758	metaphlan_SRR16554759	metaphlan_SRR16554760	metaphlan_SRR16554761	metaphlan_SRR16554762	metaphlan_SRR16554763	metaphlan_SRR16554764	metaphlan_SRR16554765	metaphlan_SRR16554766	metaphlan_SRR16554767	metaphlan_SRR16554768	metaphlan_SRR16554769	metaphlan_SRR16554770	metaphlan_SRR16554771	metaphlan_SRR16554772	metaphlan_SRR16554773	metaphlan_SRR16554774	metaphlan_SRR16554775	metaphlan_SRR16554776	metaphlan_SRR16554777	metaphlan_SRR16554778	metaphlan_SRR16554779	metaphlan_SRR16554780	metaphlan_SRR16554781	metaphlan_SRR16554782	metaphlan_SRR16554783	metaphlan_SRR16554784	metaphlan_SRR16554785	metaphlan_SRR16554786	metaphlan_SRR16554787	metaphlan_SRR16554788	metaphlan_SRR16554789	metaphlan_SRR16554790
k__Bacteria|p__Firmicutes|c__Negativicutes	10.46055	4.25552	0.75463	1.0769	1.27791	0.0	5.39889	0.05662	4.58178	1.6492	2.26258	0.42595	1.70833	1.54996	5.21558	34.33439	1.05376	0.81754	0.99595	0.14345	1.3352	0.50969	0.0	1.66323	3.01216	6.06551	0.17709	0.24359	0.89362	1.63361	1.36847	0.89323	1.31433	1.65846	0.76494	2.09021	0.16024	0.0	0.60598	0.35876	6.25763	2.66481	0.12179	0.31635	0.13197	0.76354	0.587	2.25346	1.29997	0.4299	0.96517	0.27316	0.41376	0.90841	2.31919	0.67685	0.30152	1.10838	0.94664	0.65525	0.41013	0.12251	1.22337	2.83783	3.61722	1.72795	1.64151	0.39832	3.78232	0.37702	2.11815	1.37143	0.79547	0.4098	0.76266	1.40895	1.16063	0.0	0.56993	0.42126	0.90475	4.41535	0.61414	0.83419	0.57561	0.48594	0.28035	0.66561	1.04373	0.16609	1.11748	0.05663	0.02657	0.48354	0.46626	1.04495	0.66323	2.42513	2.49484	0.57368	2.35094	1.35068	2.66602	1.32025	1.38977	1.28336	0.14009	1.29587	0.61934	2.42753	7.02369	3.62169	1.99915	4.34692	4.32081	3.17374	1.37007	1.7868	2.88039	1.75941	0.07358	1.0157	1.3457	1.02771	1.41155	1.46115	0.82006	0.61234	1.32162	0.62831	1.18956	1.35834	1.2572	2.09117	1.28533	2.50405	0.27833	1.33555	2.22083	0.61454	2.76463	1.76351	0.42311	1.4586	3.03196	0.70183	2.06394	2.08505	1.87742	0.40468	2.31032	2.45631	0.67524	0.61817	1.56237	2.65517	1.35765	2.40441
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	8.83438	47.98963	39.66337	27.28355	52.61471	81.88448	41.71588	65.84963	30.45388	75.98904	26.68717	43.12246	14.21642	83.701	24.03583	0.07015	62.62751	66.01921	78.10602	25.0687	59.4862	56.52252	87.19085	59.03335	82.03377	75.35085	67.25137	25.9093	32.96757	52.41925	30.35007	60.40364	39.86808	46.47269	45.33126	65.81278	28.55316	0.0	34.05412	77.96912	74.18497	62.46058	49.27867	23.62659	77.35191	45.88425	57.73462	48.71272	61.05223	63.68214	61.51493	34.05511	37.59489	56.43861	78.23895	35.48384	61.07553	75.75154	45.28182	35.22868	47.36846	17.58939	58.21275	64.05456	56.5361	69.55374	46.32143	15.05342	63.2078	83.20824	79.15681	44.79015	18.08087	32.5053	38.77684	34.2875	63.20787	54.28802	85.41596	47.75463	50.44555	3.60432	79.93147	72.19256	58.13274	61.2087	21.27921	39.82014	81.60386	23.17498	71.12717	42.56726	87.40371	54.7301	66.27234	36.34987	34.10719	89.58852	45.37584	38.40567	30.01844	79.76303	41.85351	86.87545	38.48988	74.85322	72.82441	77.1405	25.58134	43.87165	2.85527	37.07813	55.92954	73.99053	74.29783	75.15791	49.68586	55.21594	62.37683	51.70444	56.51388	56.2591	71.83929	24.39375	30.91685	54.48766	73.1799	25.1036	80.031	44.59055	36.53972	37.62791	60.50872	12.02857	70.52004	66.4522	33.02832	77.52082	72.61285	68.20183	63.34054	68.03393	46.85468	43.82255	28.83835	2.2936	56.15394	63.89557	77.0428	60.21901	67.11957	59.43989	39.44212	1.94781	68.24111	64.4252	52.57075	73.32404
k__Bacteria|p__Firmicutes|c__Bacilli	0.84898	0.30012	1.18244	0.99381	1.47683	0.0	0.05068	0.00915	5.92408	0.01565	1.84522	0.25413	10.79169	0.0	0.404	24.6896	0.1084	0.08993	1.32545	3.76657	0.02792	0.0	0.0	0.03413	0.0	0.04282	0.1945	3.13257	3.3759	0.28983	1.02954	0.10487	0.40512	0.55412	0.3726	1.16005	1.8982	0.0	0.92987	0.28809	0.50019	0.08309	0.70545	4.97613	0.03803	1.01153	0.46562	1.71682	0.56427	0.0	0.0	0.06081	0.03967	0.08659	0.00323	0.41946	0.21429	0.17552	0.01258	0.5314	0.03512	3.28409	3.91392	0.52536	0.18142	0.0	0.0	6.78862	1.32376	0.68259	0.02071	0.5333	6.8996	0.0	1.30016	12.30009	0.13753	0.0	0.00319	0.14102	0.10166	7.25864	0.25771	0.79952	0.00026	0.11333	2.0169	0.12076	0.0	5.91461	0.0	0.68144	0.0	0.00174	0.04793	6.6575	0.74268	0.0	0.62719	0.01016	0.0	0.6322	0.0	0.44924	0.41892	0.08363	0.0167	0.10249	2.46848	0.00504	1.00693	0.30679	0.25314	0.00293	0.01093	0.17738	0.43623	0.01842	0.0	0.0	0.36781	0.40036	0.03378	0.56203	0.6035	0.00251	5.00703	6.90287	0.0	0.0	4.48982	0.80577	0.77686	3.10274	0.00052	2.04065	3.83155	0.34324	0.28837	0.00388	0.0	0.00873	0.0	2.99583	6.84031	2.40784	0.76399	1.9164	0.29553	0.02498	0.0	0.23841	1.00155	2.83624	0.07714	0.04109	0.03588	0.00046
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.60835	0.50589	0.55105	1.34061	0.35845	0.0	0.61004	1.89483	0.72595	1.0632	0.42013	0.56773	0.14635	0.10935	2.30597	0.0	0.18398	0.12224	0.09949	0.19099	0.00753	0.00394	0.0733	0.07639	0.142	0.37601	0.08775	0.78533	1.32974	0.33805	0.70253	0.49024	1.0875	2.16601	0.01686	0.04984	0.45013	0.0	0.03576	0.05647	0.51077	0.23913	0.92889	1.72277	0.35299	0.09857	0.41979	1.34424	0.49991	0.00336	0.58421	0.06419	0.07426	0.08795	0.30651	0.16481	0.5383	0.17521	0.10031	0.30245	0.22172	0.68371	0.00505	0.18076	0.13081	0.05448	0.725	2.8738	0.12422	0.16919	0.31738	0.46985	1.29729	3.48877	0.24645	0.66709	0.23577	0.0737	0.86107	0.84099	2.39024	2.22302	0.03837	0.21485	0.90556	0.22412	14.14323	1.38863	0.07891	0.63448	0.04224	0.45241	0.12061	0.11744	0.11071	0.1655	0.31822	0.00899	0.56412	2.37605	0.88781	0.25236	0.35724	0.00425	0.31189	0.01681	0.30415	0.04552	1.46286	0.33211	10.07337	0.32739	2.15552	0.17235	0.04794	0.08787	0.23307	0.17399	0.12622	0.05522	0.12968	0.068	0.46863	0.36737	2.87443	0.29081	0.34094	0.73678	1.05039	0.58331	0.69243	0.88855	1.29697	8.76726	0.23267	0.49177	4.13478	0.12191	0.07787	0.0608	0.0919	0.03484	0.72329	0.07381	0.70686	15.49264	0.63134	0.02739	0.06181	0.24355	0.08333	0.18848	0.15324	15.35874	0.04206	0.07962	0.19902	0.09997
k__Bacteria|p__Firmicutes|c__CFGB4806	0.27649	0.0	3.3596	0.0	0.0	0.0	0.0	0.0	7.94022	0.0	0.0	0.0	0.0	1.84806	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0327	0.93486	0.0	0.0	0.0	0.0	0.0	7.12533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.69365	4.32081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42541	0.0	0.0	0.0	0.0	0.0	5.8471	0.0	0.0	0.0	0.0	0.0	3.98053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.52303	10.50714	11.81338	2.80539	0.0	0.0	0.0	0.0	0.0	5.66163	2.42138	0.0	0.0	0.0	7.8691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7632	0.0	0.0	0.0	0.0	0.0	3.79442	0.0	0.0	0.0	0.0	0.0	0.0	3.13132	0.0	0.0	0.0	0.0	0.0	0.1539	0.0	0.0	0.12623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.23351	0.0	0.0	2.47146	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia	0.17749	0.20979	0.02578	0.13058	0.23992	0.0	0.0467	0.0	0.1285	0.0045	0.18494	0.01356	0.03376	0.0	0.33905	0.94181	0.22154	0.03852	0.75554	0.0	0.00815	0.0672	0.0	0.0	0.05961	0.01355	0.0	0.37271	0.19042	0.00062	0.44622	0.11317	0.07407	0.07909	0.13521	0.07085	0.09866	0.0	0.0	0.64957	0.07808	0.28403	0.0862	0.0059	0.94816	0.31533	0.96916	0.5957	1.60619	0.2417	0.00044	0.00654	0.0	0.0	0.26293	0.2866	0.26034	0.04736	0.02109	0.12567	0.0	0.00583	0.22894	0.00067	0.04381	0.00247	0.06625	0.01109	0.01787	0.07515	0.06388	0.44572	0.26072	0.16354	0.14532	0.34347	0.21719	0.03583	0.02179	0.03316	9.75448	0.70715	0.00124	0.36945	0.42346	0.21288	5.85974	1.03231	0.0	0.0	0.00156	0.0	0.0	0.0	0.04247	0.06011	0.07877	0.0	0.01564	0.17143	0.027	0.08485	0.06671	0.00697	4.41313	0.0	0.0	0.36603	0.05259	0.12178	0.6014	0.00425	0.08626	0.02694	0.00249	0.0	0.0	0.03868	0.0	0.00348	0.0	1.18434	0.5881	0.41402	5.9588	0.0	0.38174	1.32053	0.21113	0.0	4.6228	1.41419	0.01838	7.88547	0.19451	0.66285	0.15604	0.34517	0.0325	0.01837	0.03487	0.00858	0.19114	0.0	0.09725	0.44913	0.08318	0.04444	0.73158	0.67249	0.0	0.02511	0.00926	0.48534	0.00062	1.08685	0.09175	2.23789
k__Bacteria|p__Proteobacteria|c__CFGB3069	0.14097	0.0	0.0	0.02905	0.11386	0.0	0.0	0.0	0.06225	0.0	0.07905	0.3162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07978	0.0	0.11541	0.09584	0.0	0.10168	0.03294	0.0	0.0	0.0	0.0	0.0	0.01708	0.0	0.0	0.0	0.23912	0.0	0.11165	0.21812	0.08729	0.0	0.0	0.0	0.0	0.0	0.0108	0.0	0.0	0.00823	0.0	0.0	0.0	0.0	0.58235	0.0	0.0	0.0	0.0	0.0	2.10238	0.0	0.0	0.0	0.0	0.09758	0.0	0.01577	0.05593	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.01337	0.0	0.0	0.0	1.95799	0.0	0.36454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05149	0.08432	0.0	0.0	0.0	0.0	0.07004	0.0	0.0	0.0	0.00818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01779	0.0	0.0	0.0	0.0	0.0	0.0	0.00056	0.61251	0.0	0.0	0.37842	0.0	0.0	0.0	0.0	0.0	0.05087	0.0	0.0	0.04987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2055	0.0	0.00116	0.05851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1359	0.0961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06886	0.0	0.0	0.0	0.05017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06221	0.0	0.0	0.0	0.10949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.05244	0.01299	0.0	0.0	0.0	0.0	0.0	0.0	0.02841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0126	0.0	0.0	0.0	0.0	2.01331	0.0	0.0	0.0	0.0	0.0	0.0	11.57617	0.0	0.0	0.0	0.0	0.0	0.03999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4053	0.0	0.0	0.00304	0.0	0.0	0.0	0.0	0.0	0.00952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9989	0.03459	0.0	0.01178	0.0	0.0	0.0	0.0	0.0	0.9369	0.0	0.21061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91141	0.0	0.57298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20448	0.07671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0919	0.0	0.0	0.0	0.14079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.40711	0.0	0.0	0.0	0.0	0.0	0.75287	0.73425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30716	0.0	0.0	0.0	0.18748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77782	0.0	0.0	0.04443	0.0	0.0	0.10422	0.0	0.0	0.01489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Synergistetes|c__Synergistia	0.02718	0.0	0.05275	0.01378	0.0	0.0	0.0	0.0	0.02351	0.0	0.20556	0.0	0.31458	0.0	0.60933	0.0	0.0	0.11975	0.0	0.06432	0.04543	0.0	0.0	0.0	0.0	0.0	0.0	0.34675	0.0	0.0	0.0	0.0	0.11909	0.04823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27904	0.0	0.16036	0.0	0.0	0.0	0.0	0.1292	0.0	0.0	0.06686	0.0	0.0	0.0	0.05378	0.00918	0.0	0.0	0.0	0.0	0.12463	0.0	0.0	0.04662	0.0	0.01724	0.0	0.04886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01416	0.03343	0.0	0.0	0.0	0.0	0.04986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00788	0.0	0.0	0.04391	0.0	0.0	0.0	0.0	0.01156	0.0	0.0	0.0	0.0	0.55869	0.0	0.0	0.0	0.01135	0.0	0.07328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0043	0.4102	0.0	0.0	0.05779	0.0	0.0	0.0	0.0	0.06848	0.0	0.19462	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	0.02439	0.0	0.1478	0.52984	0.03545	0.0	0.08435	0.94076	0.03355	0.03176	0.01204	0.09589	0.0	0.0	1.16439	0.0	0.06635	1.73642	0.0	0.0	0.00578	0.04987	0.0	0.32861	0.0	0.0	0.41371	0.0	0.0	0.0	0.1356	0.18685	0.0	0.09641	0.01138	0.00838	0.0	0.0	0.04479	0.43617	0.0006	0.0	0.04194	0.05806	0.0	0.00064	0.06155	0.09489	0.01212	0.0	0.0153	0.10154	0.0	0.0	0.0	0.05485	0.03592	0.0	0.07492	0.04273	0.05272	0.04485	0.0	0.0	0.0	0.0	0.0	0.0	0.04814	0.46796	0.02018	0.11212	0.22334	0.07563	0.00702	0.21893	0.11637	0.0	0.0	0.0	0.0	0.35347	0.0	0.14379	0.0	0.0	0.05911	1.61177	0.00205	0.05828	0.02914	0.03014	0.0	0.02047	0.0	0.0	0.06951	0.0	0.25854	0.0	0.0	0.0	0.0	0.0	0.03403	0.09278	0.0	0.0	0.06059	0.0	0.0	0.10883	0.15321	0.09093	0.0	0.0	0.00624	0.01359	0.0	0.01246	0.0	0.01104	0.0	0.12038	0.46198	0.0	0.72287	0.18111	0.0	0.00434	0.0	0.0	0.0	0.02003	0.26171	0.0	0.0758	0.0	0.0	0.0	0.03423	0.27742	0.69472	0.92876	0.00622	0.02658	0.00663	0.0	0.0	0.00826	0.0	0.07593	0.0	0.02712	0.0	0.0697	0.17709	0.0
k__Bacteria|p__Firmicutes|c__CFGB1670	0.01708	0.0	1.77435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39977	0.0	0.0	0.0	0.0	0.0	0.2903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01977	0.0	0.3012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27509	0.0	0.0	0.07364	0.0	0.0	0.30842	0.0	0.04295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02127	0.0	0.0	0.0	5.00094	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB40183	0.01687	0.0	0.0	0.00938	0.0	0.0	0.0	0.0	0.0	0.0	0.00801	0.0	0.0	0.0	0.0	0.0	0.0	0.00684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15076	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9718	0.01627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00547	0.0	0.0	0.0	0.0	0.00959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00653	0.0	0.0	0.0	0.0	0.00294	0.0	0.01283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03239	0.0	0.0	0.0	0.0	0.0	0.0305	0.0	0.0	0.00418	0.0	0.0	0.01794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00191	0.0	0.0126	0.0	0.00144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00332	0.0
k__Bacteria|p__Firmicutes|c__CFGB1011	0.00294	0.0	0.0008	0.02405	0.00725	0.0	0.0	0.18232	0.04133	0.0	0.06123	0.04285	0.0	0.0	0.01629	0.0	0.007	0.04062	0.0	0.07059	0.03178	0.0	0.0	0.0	0.0	0.0	0.0	0.08125	0.04415	0.0	0.0141	0.00178	0.0356	0.0	0.0	0.0	0.01475	0.0	0.0	0.00785	0.0	0.01786	0.00735	0.05992	0.0	0.01449	0.04915	0.07515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01613	0.00259	0.11701	0.0	0.0	0.0	0.03962	0.0119	0.0	0.03684	0.0	0.37074	0.01082	0.0	0.0	0.00897	0.0	0.02834	0.03448	0.00067	0.0502	0.01421	0.0	0.0	0.12047	0.0	0.0	0.0	0.0	0.02262	0.0	0.12685	0.0	0.0	0.00087	0.0	0.03114	0.0	0.0	0.0	0.00659	0.0134	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.04614	0.0	0.0	0.0	0.0	0.0	0.0	0.02901	0.03546	0.02121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00667	0.00924	0.0	0.0	0.04855	0.0	0.00509	0.0	0.01684	0.18765	0.0	0.0	0.01401	0.0	0.0	0.0	0.0	0.00015	0.0	0.0	0.0169	0.02186	0.00835	0.0283	0.0	0.0	0.0	0.0	0.02234	0.03274	0.01167	0.0	0.00159	0.0	0.0
