#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	metaphlan4d_SRR9033715	metaphlan4d_SRR9033716	metaphlan4d_SRR9033717	metaphlan4d_SRR9033718	metaphlan4d_SRR9033719	metaphlan4d_SRR9033720	metaphlan4d_SRR9033721	metaphlan4d_SRR9033722	metaphlan4d_SRR9033723	metaphlan4d_SRR9033724	metaphlan4d_SRR9033725	metaphlan4d_SRR9033726	metaphlan4d_SRR9033727	metaphlan4d_SRR9033728	metaphlan4d_SRR9033729	metaphlan4d_SRR9033730	metaphlan4d_SRR9033731	metaphlan4d_SRR9033732	metaphlan4d_SRR9033733	metaphlan4d_SRR9033734	metaphlan4d_SRR9033735	metaphlan4d_SRR9033736	metaphlan4d_SRR9033737	metaphlan4d_SRR9033738	metaphlan4d_SRR9033739	metaphlan4d_SRR9033740	metaphlan4d_SRR9033741	metaphlan4d_SRR9033742	metaphlan4d_SRR9033743	metaphlan4d_SRR9033744	metaphlan4d_SRR9033745	metaphlan4d_SRR9033746	metaphlan4d_SRR9033747	metaphlan4d_SRR9033748	metaphlan4d_SRR9033749	metaphlan4d_SRR9033750	metaphlan4d_SRR9033751	metaphlan4d_SRR9033752	metaphlan4d_SRR9033753	metaphlan4d_SRR9033754	metaphlan4d_SRR9033755	metaphlan4d_SRR9033756	metaphlan4d_SRR9033757	metaphlan4d_SRR9033758	metaphlan4d_SRR9033759	metaphlan4d_SRR9033760	metaphlan4d_SRR9033761
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	0.42635	0.0	2.26632	0.36446	3.39958	0.0	0.0	0.0	1.05077	0.51143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21922	0.0	0.0	0.28168	0.0414	0.03001	0.19567	1.19817	0.56804	0.0	0.55545	0.14156	0.14583	0.10385	0.0	0.0	0.55148	1.04249	0.62579	0.0	0.47866	0.1493	0.67554	0.99304	0.00162	3.96982	0.37683	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera|s__Waltera_intestinalis	0.40333	0.02195	0.0	1.09261	0.0	0.0	0.0	1.77406	0.0	0.0	0.0612	0.00213	0.00119	0.0	0.0	0.00389	0.00447	4.52263	0.00166	1.72148	0.1308	0.0	1.29681	2.0442	0.63935	1.43641	0.0	0.0	0.00178	0.0	0.01062	0.0	0.0	0.0	0.11474	0.0	0.20255	0.05663	0.0	0.0	0.37249	0.0	0.0	0.0	0.0	0.01932	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_congonensis	0.37592	0.0	0.0	1.11983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.15717	0.0	0.0	0.0	0.30368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00092	0.0	0.0	0.0	0.0	0.0	0.44287	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_faecicola	0.37153	0.20317	0.0	0.03769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21471	0.0	0.0	0.0	0.06233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07303	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_fessum	0.35534	0.38044	0.16015	0.23079	0.0	1.91074	0.45172	0.03162	0.42216	0.0	0.27512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10785	0.0	0.0	0.15599	0.34194	0.22088	0.13227	0.0	1.13267	0.0	0.68447	0.14875	1.20993	0.0	0.0	1.98973	0.0	0.63315	0.52376	0.0	0.47915	0.18683	0.29728	0.23611	0.0	0.00155	0.07454	0.79982
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum	0.33508	0.0	0.0	0.0	0.01094	0.03073	0.01258	0.4115	0.0083	0.0	0.0	0.00354	0.0	0.0	0.0	0.02812	0.01766	0.01222	0.0	0.22815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013	0.0	0.0	0.0	0.50796	0.00473	0.0	0.13351	0.0	0.0	1.32831	0.0	0.04589	0.0	0.0	0.00136	0.0	0.1899	0.01795
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF34_10BH	0.29957	0.00638	0.02808	0.14801	0.05713	0.00153	1.26772	0.09157	2.02293	0.0	0.02029	0.2925	0.19684	0.0	2.98567	0.0	0.14173	0.30261	0.74883	0.95873	0.90275	0.96885	1.56107	4.02815	0.08465	2.32738	0.0	0.90109	3.0394	0.0	1.09877	0.28151	1.11881	0.0048	0.13959	0.02265	1.04809	0.11639	0.0	0.03199	2.36323	0.61004	0.66169	0.03632	0.08082	0.31909	0.01586
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9602|s__GGB9602_SGB15031	0.25242	0.0	0.0	0.15453	0.0	0.0	0.0	0.74757	0.0	0.0	0.08513	0.0	0.0	0.0	0.0	0.0	0.02064	0.94246	0.0	0.56499	0.0	0.0	0.0	0.24809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07583	0.0	0.0	0.0	0.0	0.07024	0.22037	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF27_2AA	0.24897	0.08153	0.0	0.05237	0.0	0.0	0.0	0.0	0.0	0.0	0.02889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10801	0.0	0.0	0.00772	0.0	0.02043	0.00816	0.0	0.74498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05233	0.0	0.0	0.00816	0.12873	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_bolteae	0.23319	0.0	0.27788	0.0	0.80449	0.03034	0.11671	0.15032	0.00429	0.0224	0.0	0.01532	0.02822	0.0	0.0	0.03286	0.0403	0.00445	0.00191	0.13401	0.0	0.0	0.00465	0.0	0.00774	0.0	0.0	0.03932	0.0342	0.0	0.00305	0.59819	0.00695	0.07986	0.0	0.28012	0.02623	0.0187	0.5783	0.0	0.01853	0.00202	0.05492	0.00885	0.00635	0.61503	0.01826
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB1554|s__GGB1554_SGB2141	0.22988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11992	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum	0.20981	0.1571	0.34838	0.04418	0.01917	0.03435	0.0	0.19738	0.01761	1.00289	0.10691	0.21497	0.23036	0.0	0.0	0.0	0.02249	0.00653	0.1021	0.47556	0.0	0.0	0.05077	0.52112	0.10491	0.06523	0.0	0.07343	0.00266	0.0	0.03276	0.0	0.15294	0.0	0.01264	0.0	0.76296	0.09255	0.03331	0.09766	0.1284	0.01644	0.00948	0.0	0.25856	0.09614	0.36028
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	0.20616	0.589	0.66592	0.03609	0.22069	0.71886	0.41281	0.18461	0.30313	0.27952	0.40781	0.08265	0.25143	0.0	0.01286	0.28077	0.26184	0.18981	0.15786	0.44561	0.0	0.0	0.02005	0.03828	0.13785	0.02644	0.0	0.30559	0.62258	0.0	0.0643	0.11383	0.7728	0.06626	1.65553	0.0	0.3265	0.06858	0.0	0.12532	0.24868	0.84476	0.25882	0.20625	0.06124	0.16437	0.79354
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_Marseille_Q4143	0.19525	0.13344	0.0	0.07338	0.0	0.18539	0.12439	0.14499	0.0	0.0	0.0	0.07806	0.08233	0.0	0.0	0.05068	0.00292	0.01625	0.03409	0.07256	0.0	0.0	0.03871	0.07658	0.13888	0.05059	0.0	0.0	0.18204	0.0	0.1491	0.0	0.05915	0.0	0.31801	0.0	0.12849	0.0	0.0	0.06993	0.28912	0.0	0.0	0.0	0.0	0.0	0.25446
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB33469|s__GGB33469_SGB15236	0.19295	0.0004	0.0	0.01047	0.0	0.0	0.0	0.0	0.0	0.0	0.26032	0.0	0.0	0.0	0.0	0.0	0.15412	0.78267	0.0	1.27818	0.0	0.0	0.04307	0.00782	0.05532	0.13775	0.0	0.0	0.0	0.0	0.11635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25207	0.0	2e-05	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_SGB15087	0.19026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20602	0.0	0.0	1.07726	0.0	0.84554	0.79044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25185	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_ihumii	0.17853	0.0	0.0	0.05548	0.0	0.00883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17946	0.0	0.0	0.01152	0.01309	0.0	0.08577	0.0	0.0	0.20877	0.0	0.03513	0.0	0.30611	0.0	0.0	0.0	0.03213	0.20038	0.0	0.02139	0.18191	0.0	0.0	0.0	0.0	0.50788	0.20733
k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068|f__FGB3068|g__GGB9760|s__GGB9760_SGB15373	0.17723	0.0	0.24134	0.12258	0.0	0.02571	0.0	0.0	0.43327	0.0	0.21932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0888	0.0	0.0	0.13477	0.0	0.131	0.30868	0.0	0.0	0.0	0.0	0.15957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07257	0.3516	0.36172	0.00038	0.04405	0.0	0.5154
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	0.17711	0.0	0.77125	0.1891	0.6593	0.22977	0.0	0.30229	0.21154	0.28116	0.29724	0.0	0.00074	0.0	0.0	0.42478	0.75631	0.58537	0.0	0.05325	0.0	0.0	0.00527	0.00395	0.0046	0.00622	0.0	0.31048	0.0	0.0	0.08293	0.686	0.0	0.93798	0.02764	0.24595	0.36716	0.37776	0.0	0.0	0.12613	0.23073	0.2255	0.46702	0.29969	0.08553	0.42889
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	0.16958	0.09027	1.76769	1.65488	1.5227	0.0	0.6815	1.5127	0.31582	0.63699	1.39638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01961	0.0	0.0	1.87346	0.02535	0.0	0.27961	0.0	0.0	0.0	0.0	0.01381	4.86113	0.00102	0.0	0.16291	2.34642	0.5621	2.76064	2.68537	0.02034	0.3426	0.18768	0.30555	0.00059	0.78274	0.49097	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus	0.16007	0.26986	0.0944	0.07904	0.21227	0.10476	0.38397	0.0	0.0	0.80614	0.26627	0.19115	0.23153	0.0	0.0	0.26376	0.28634	0.27117	0.15646	0.26944	0.0	0.0	0.29732	0.13699	0.09587	1.28138	0.0	0.0	0.4145	0.0	0.22492	0.30464	0.1041	0.0	0.0	0.26248	0.80668	0.47896	0.80992	0.41399	0.60548	0.0	0.0	0.0	0.16717	0.19331	1.08926
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_torques	0.1526	0.00921	0.79055	0.5104	1.32413	2.6567	0.75506	2.06793	0.2328	1.88531	0.71542	1.90047	0.30405	0.0	0.0	2.36508	2.41156	1.5327	0.38095	0.53353	0.0	0.0	0.14343	0.01445	0.41228	0.73915	0.0	0.40563	0.82975	0.93755	0.32171	0.75012	0.05681	1.15618	0.01669	0.0	1.98872	0.58496	10.73316	0.87602	0.069	0.06962	0.18019	0.60153	2.98921	2.34837	2.19669
k__Bacteria|p__Firmicutes|c__CFGB72926|o__OFGB72926|f__FGB72926|g__GGB3614|s__GGB3614_SGB4886	0.14613	0.0	0.76574	0.07521	1.40476	0.0	0.0	0.0	0.41022	0.0	0.02936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43902	0.0	0.0	0.12724	0.00729	0.22615	0.14092	0.0	0.0	0.0	0.0	0.28825	0.0	0.0	0.0	0.0	0.0	1.21741	0.0	0.0	0.0	0.18317	0.47528	0.23594	0.00013	0.19244	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	0.14121	1.37393	0.0	0.2159	0.0	3.04546	0.47326	0.0	0.71066	0.0	0.56736	0.5754	0.28768	0.0	0.0	2.18844	1.2752	0.8579	0.19482	0.05323	0.0	0.0	0.7756	0.10562	0.33669	0.31814	0.0	0.00413	0.0	0.0	0.284	0.61874	1.49145	0.0	2.70517	0.0	0.16832	0.64382	0.0	2.00989	0.10837	0.76713	0.07232	0.0	0.0	0.99836	1.22171
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0.1376	25.57115	1.44428	5.65492	5.67654	0.00722	10.56431	0.20365	3.79939	0.0	2.59671	9.50377	9.11712	0.0	1.48497	0.14362	1.71627	4.00734	4.59755	5.41786	5.6963	3.57723	2.58669	11.4145	6.9124	3.07257	1.10847	8.39458	2.07941	8.48733	11.30589	0.00308	6.93377	0.78879	4.38735	0.06255	7.5469	9.51927	0.0	3.83131	8.46601	5.67242	4.9723	2.65352	1.27519	2.27142	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis	0.13692	0.0	0.0	0.3882	0.0	0.0	0.0	1.18728	0.0	0.0	1.89466	0.0	0.0	0.0	0.0	0.70896	0.58789	0.75152	0.0	0.77856	0.0	0.0	0.01616	0.2544	0.03618	0.12222	0.0	1.11781	0.0	0.84554	1.10159	0.0	0.0	0.0	0.0	0.0	0.0	1.21097	0.0	0.0	1.3905	0.0	0.0	0.0	0.0	1.24104	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB602|o__OFGB602|f__FGB602|g__GGB1420|s__GGB1420_SGB1957	0.13134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18483	0.0	0.0	0.76982	0.17828	0.26478	0.27985	0.0	0.0	0.0	0.0	0.08254	0.0	0.0	0.0	0.0	0.0	0.0	0.33395	0.0	0.0	0.49854	0.0	0.0	0.0	0.0	0.73207	0.0
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012|f__FGB3012|g__GGB9480|s__GGB9480_SGB14874	0.11543	0.0	0.0	0.0	0.0	0.00161	0.0	2.96613	0.0	0.00639	0.0	1.76037	0.89868	0.0	1.83313	0.00118	0.0	0.00021	1.61158	0.0007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05603	0.0	0.0	0.41482	0.0	0.0	0.00563	0.0	0.0	0.0	0.0	1.05435	0.0	0.0	0.0	0.0	0.0	0.0	2.61308
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__GGB6123|s__GGB6123_SGB8767	0.11441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02756	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB29420|o__OFGB29420|f__FGB29420|g__GGB3733|s__GGB3733_SGB5066	0.11199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47588	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_welbionis	0.1071	0.00426	1.18471	0.03104	1.31981	0.33403	0.42908	0.32349	0.19343	0.68785	0.20943	0.19729	0.32	0.0	0.0	0.5472	0.59254	0.32271	0.35427	0.06156	0.0	0.0	0.09992	0.04191	0.16813	0.06879	0.0	0.12396	0.33755	0.0	0.14101	0.91318	0.075	0.55604	0.21729	0.05225	0.17608	0.48759	0.92912	0.0323	0.00852	0.19324	0.14002	0.48713	0.77999	0.54749	1.22785
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp_BX15	0.10659	0.48405	0.0	0.8094	0.0	0.0	0.86502	0.0	0.83653	1.94929	0.36685	0.0	0.0	0.0	0.0	0.0	0.51435	0.33614	0.0	0.30039	0.0	0.0	0.17029	0.19074	0.3583	0.57469	0.0	0.0	0.0	0.0	0.16424	0.0	0.60483	0.0	0.27604	0.0	0.50048	0.0	0.0	0.98517	0.34543	0.8434	1.0992	0.0015	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB4750	0.10373	0.0229	0.0	0.037	0.0	0.10218	0.15782	0.0	0.02949	0.0	0.01668	0.19942	0.10869	0.0	0.0	0.0	0.0	0.0	0.05555	0.0681	0.0	0.0	0.0	0.03808	0.00155	0.0028	0.0	0.30165	0.0	0.0	0.0823	0.0	0.06343	1.83873	0.35058	0.0	0.04271	0.0	0.0	0.0936	0.03317	0.0318	0.03098	0.26735	0.0	0.0	0.05472
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi	0.10328	0.0	0.0	0.0	0.0188	0.0	0.02842	0.63263	0.0	0.49507	0.0	0.0	0.0	0.0	0.0	0.0	0.00307	0.0029	0.0	0.00998	0.0	0.0	0.0	0.0	0.0	0.00062	0.0	0.0	0.0	0.0	0.00636	0.0	0.0004	0.03826	0.0	0.03585	0.0	0.0	0.0	0.0	0.0	0.0	0.01159	0.04745	0.0109	0.01722	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bromii	0.09792	1.02078	0.0	0.00015	0.0	0.0	0.15859	0.00319	1.0534	0.00292	2.4921	2.23615	2.25879	0.0	1.84962	0.00066	0.00203	0.00155	3.83506	0.26597	0.0	0.80861	0.01486	0.0	0.14622	0.13326	0.0	0.00133	1.71736	0.06395	0.32676	0.0	0.40728	0.70252	0.0	1.25977	0.0	1.09901	0.0	7.10251	0.12349	1.43327	0.89571	4.0031	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_legallii	0.09767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05611	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_faecihominis	0.09671	0.0	0.0	0.02711	0.0	0.0	0.0	0.0	0.0	0.15156	0.0	0.28616	0.26782	0.0	0.0	0.0	0.0	0.0	0.54794	0.11638	0.0	0.0	0.0	0.10873	0.0	0.0	0.0	0.0	0.0	0.0	0.00974	0.0	0.0	0.0	0.0	0.03964	0.0	0.07612	0.96344	0.0	0.16847	0.0	0.0	0.0	0.0	0.53017	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum	0.0915	0.0	0.00039	0.0	0.01154	0.02372	0.00244	0.02907	0.00173	0.38097	0.0	0.01774	0.01092	0.0	0.0	0.01337	0.01726	0.01038	0.00305	0.05707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01892	0.01084	0.0	0.00634	0.02707	0.0	0.0	0.00502	0.12383	0.0	0.0	0.07909	0.0	0.0	0.0	0.03012	0.00398	0.00093	0.34209	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa	0.0901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23099	0.0	0.0	0.41097	0.0	0.17475	0.09535	0.0	0.22374	0.0	0.05346	0.01073	0.65339	0.0	0.0	0.0	0.06322	0.0	0.18674	0.0	0.0	0.11003	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_clostridioformis	0.07144	0.0	0.1828	0.0	0.1874	0.00046	0.04124	0.00741	0.0	0.34092	0.0	0.00213	0.01074	0.0	0.0	2.91808	0.08033	0.01196	0.00154	0.00543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00826	0.00823	0.0	0.0	0.07448	0.0	0.08696	0.0	0.04434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00908	0.00077	0.07259	0.0
k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070|g__GGB9775|s__GGB9775_SGB15395	0.06971	0.0	0.18291	0.0	0.11934	0.0	0.0	0.10207	0.0	0.0	0.28483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02957	0.0	0.0	0.01552	0.0	0.02268	0.0368	0.0	0.0	0.0	0.0	0.02529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00714	0.0	0.0	0.0	0.09903	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus	0.06953	0.0276	0.47535	0.03644	0.53322	0.0255	0.37954	0.08231	0.07069	0.01829	0.10243	0.27295	0.26711	0.0	0.0	0.07534	0.22529	0.37071	0.11398	0.07724	0.0	0.0	0.02871	0.10895	0.0495	0.01636	0.0	0.03387	0.05181	0.0	0.08485	0.0	0.33846	0.03104	0.14774	0.44245	0.19397	0.22704	0.33049	0.00057	0.05806	0.07021	0.03834	0.02157	0.3852	0.09055	0.1062
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium	0.06498	0.24333	0.38049	0.90994	0.27425	0.56633	1.16049	0.38196	0.45108	0.05931	0.06644	0.36219	0.45403	0.0	0.0	0.6373	0.23443	0.12743	0.38621	0.12719	0.0	0.0	0.24421	0.24779	0.13723	0.14379	0.0	2.03157	0.77019	1.43699	0.27212	0.02673	0.20202	0.66225	1.47953	1.37748	0.48643	0.34757	0.0	0.96244	0.33444	0.35417	0.58191	0.23282	0.06654	0.06437	0.46092
k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292|f__FGB1292|g__GGB3109|s__GGB3109_SGB4119	0.06359	0.0	0.0	0.0	0.0	0.0	0.0	0.09972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03594	0.0	0.0	0.02112	0.02835	0.0042	0.0	0.0	0.0	0.0778	0.0	0.0	0.0052	0.0	0.0	0.02508	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB76189|o__OFGB76189|f__FGB76189|g__GGB1538|s__GGB1538_SGB2121	0.05833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11506	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum	0.05704	0.0	0.01581	0.0	0.0605	0.14093	0.01462	0.06897	0.10832	0.01605	0.0	0.0	0.02387	0.0	0.0	0.11886	0.0	0.0	0.0	0.05119	0.0	0.0	0.0	0.0	0.00105	0.0	0.0	0.02115	0.19138	0.0	0.00215	0.16664	0.00081	0.05496	0.00031	0.32146	0.02077	0.14585	0.00512	0.0	0.0	0.04211	0.04441	0.01955	0.0	0.02711	0.11388
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB9819|s__GGB9819_SGB15460	0.05489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03904	0.0	0.0	0.07627	0.0	0.08209	0.08468	0.0	0.0	0.0	0.0	0.0	0.0	0.20847	0.0	0.0	0.0	0.0	0.289	0.0	0.0	0.03544	0.0	0.0	0.0	0.0	0.41099	0.0
