#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	metaphlan_SRR6000869	metaphlan_SRR6000870	metaphlan_SRR6000871	metaphlan_SRR6000873	metaphlan_SRR6000874	metaphlan_SRR6000877	metaphlan_SRR6000878	metaphlan_SRR6000890	metaphlan_SRR6000891	metaphlan_SRR6000892	metaphlan_SRR6000893	metaphlan_SRR6000894	metaphlan_SRR6000895	metaphlan_SRR6000896	metaphlan_SRR6000899	metaphlan_SRR6000900	metaphlan_SRR6000901	metaphlan_SRR6000902	metaphlan_SRR6000903	metaphlan_SRR6000905	metaphlan_SRR6000906	metaphlan_SRR6000907	metaphlan_SRR6000908	metaphlan_SRR6000909	metaphlan_SRR6000910	metaphlan_SRR6000911	metaphlan_SRR6000912	metaphlan_SRR6000920	metaphlan_SRR6000921	metaphlan_SRR6000931	metaphlan_SRR6000932	metaphlan_SRR6000940	metaphlan_SRR6000942	metaphlan_SRR6000944	metaphlan_SRR6000945	metaphlan_SRR6000946	metaphlan_SRR6000947	metaphlan_SRR6000949
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.21302	0.31073	0.0	0.33617	0.0	0.83398	0.72849	0.36756	0.35251	0.08478	0.06068	0.6264	0.16646	0.0	0.31256	0.0	0.93258	0.0	0.0	0.22043	0.00884	4.46174	0.0	0.24829	1.74757	0.40264	0.05329	1.71984	0.22009	0.38609	1.6165	2.4033	0.00332	0.16584	0.59851	1.06833	0.03556	0.31863
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	0.20996	0.84043	0.0	1.82013	0.01259	0.16802	0.13907	0.53673	0.03482	0.95171	0.40557	1.45215	0.61177	0.13167	2.87475	0.08939	2.54534	0.68227	10.80087	0.87443	0.09661	0.3294	0.13183	1.81137	0.46673	0.36735	0.43086	0.52545	0.10001	1.12017	1.49609	7.58252	0.7279	0.0332	0.09105	1.84651	0.11745	1.00294
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	0.14067	1.02343	0.0	0.21475	0.82336	0.08964	0.19872	0.11165	0.08423	0.21379	0.04171	0.34909	0.04958	0.02279	0.25299	0.28942	0.09716	0.4724	0.51423	0.13395	0.08663	2.57477	0.40616	0.97017	0.22009	0.06368	0.05758	0.2081	0.03239	1.426	0.16306	1.79467	0.37698	0.0753	0.0	0.20594	0.02634	0.02596
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721	0.12426	0.06935	0.0	0.17976	0.0	0.0	0.0	0.0	0.0	0.25068	0.05097	0.07988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27479	0.00707	0.0	0.04338	0.0	0.00119	0.0	0.0	0.03142	0.00775	0.06914	0.0	0.57251	0.0	0.0	0.01553	0.20254	0.0
k__Bacteria|p__Firmicutes|c__CFGB2898|o__OFGB2898	0.12243	0.0	0.0	0.38372	0.0	0.0	0.0	0.0	0.0	0.0064	0.31522	0.03879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	0.12197	0.02951	1.19333	0.27048	0.13321	0.79882	0.38055	0.10682	0.26625	0.75727	0.35715	0.09647	0.12769	0.05184	0.06684	0.0	0.06861	0.14693	0.05523	0.48958	0.66349	0.52989	0.10519	0.76536	0.13999	0.07027	0.0	0.93974	0.44462	0.01854	0.96946	1.64087	0.26415	0.11479	0.0	0.10628	0.26175	0.52873
k__Bacteria|p__Firmicutes|c__CFGB2985|o__OFGB2985	0.10121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16722	0.06745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	0.06355	0.08034	0.0	0.0	0.0	0.0	0.0	0.17835	0.02518	0.08353	0.02354	0.0	0.00533	0.0	0.0	0.0	0.0	0.03909	0.0	0.45047	0.0654	0.0	0.0	0.00962	0.0	0.00928	0.0	0.0	0.03478	0.00638	0.09068	0.02179	0.08183	0.09323	0.0	0.0	0.08691	0.03818
k__Bacteria|p__Firmicutes|c__CFGB1507|o__OFGB1507	0.06097	0.03197	0.0	0.01958	0.09408	0.03655	0.0	0.04465	0.08545	0.01188	0.01624	0.13915	0.02836	0.67772	0.1746	0.0	0.06595	0.13883	0.0	0.0792	0.01479	0.05702	0.04273	0.08148	0.04498	0.08571	0.04657	0.0	0.05659	0.03195	0.05829	0.06317	0.00059	0.03122	0.0	0.00233	0.03722	0.04448
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	0.03976	0.0	0.0	0.1142	0.00443	0.0	0.0	0.0	0.0	0.0	0.01852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07084	0.02934	0.39724	0.0	0.0	0.0	0.10895	0.0	0.0	0.0	0.0	0.16679	2.27973	0.23598	0.00593	0.0	4.39779	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB76533|o__OFGB76533	0.02801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14602	0.0	0.16407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642	0.02403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20096	0.0	0.02034	0.00111	0.02874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00535	0.0	0.0	0.0	0.0	0.01334	0.0	0.0	1.63805	0.0
k__Bacteria|p__Firmicutes|c__CFGB3022|o__OFGB3022	0.01856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	0.01644	0.0	0.0	0.0	0.04262	0.0	0.00561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01236	0.0	0.0	0.08372	0.21782	0.05547	0.34053	0.02527	0.0	0.0	0.0	0.0631	0.0	0.00103	0.00639	0.0	0.0	0.0	0.0	0.0	0.0	0.00751	0.00047	0.00457
k__Bacteria|p__Firmicutes|c__CFGB8822|o__OFGB8822	0.0158	0.00858	0.0	0.0	0.01264	0.0	0.0	0.0	0.0	0.00248	0.0	0.50787	0.0	0.06086	0.01171	0.0	0.0	0.01732	0.0	0.02099	0.0	0.34702	0.0	0.01064	0.01608	0.0214	0.0	0.0	0.0	0.00808	0.0	0.0	0.0	0.00201	0.0	0.0	0.0	0.00764
k__Bacteria|p__Firmicutes|c__CFGB1262|o__OFGB1262	0.01051	0.0	0.0	0.01391	0.0	0.0	0.0	0.0	0.0	0.05186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00687	0.0	0.0	0.01017	0.0	0.00148	0.0	0.0	0.0	0.0	0.03174	0.0	0.01039	0.0	0.0	0.02221	0.01828	0.0
k__Bacteria|p__Firmicutes|c__CFGB40183|o__OFGB40183	0.00808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00307	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012	0.00768	0.11496	0.0	0.54949	0.03304	0.68235	0.0	0.06946	0.0	2.52801	0.0	0.36542	0.0	0.05192	0.0	0.0	2.27758	0.0	0.0	0.0	0.0	0.00208	0.59018	0.53447	0.33807	0.44768	0.0	0.48232	0.14606	0.00498	1.5671	1.66446	1.12151	0.30232	0.0	1.12538	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011	0.00748	0.00933	0.0	0.01097	0.0	0.20771	0.0	0.0008	0.01444	0.01328	0.00763	0.04072	0.00254	0.0	0.08854	0.0	0.09406	0.01906	0.0	0.0156	0.01711	0.05769	0.03787	0.00469	0.01177	0.00789	0.0	0.02731	0.0	0.01335	0.04205	0.0522	0.00219	0.01578	0.0	0.00476	0.01111	0.02983
k__Bacteria|p__Firmicutes|c__CFGB1126|o__OFGB1126	0.00741	0.003	0.0	0.00054	0.0	0.00045	0.0	0.0	0.00159	0.0	0.00411	0.00026	0.0	0.0	0.0	0.0	0.0	0.00271	0.0	0.0019	0.07994	0.0	0.0	0.00321	0.0	0.0	0.0	0.01572	0.00085	0.00539	0.0	0.11921	0.02186	0.01125	0.0	0.0	0.06511	0.01123
k__Bacteria|p__Firmicutes|c__CFGB2881|o__OFGB2881	0.00648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02566	0.0	0.00305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9238|o__OFGB9238	0.00454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01891	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.00172	0.0	0.0	0.0	0.0	0.0	0.0	1.80075	0.0	0.0	0.04783	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9581|o__OFGB9581	0.00416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0406	0.0	0.04288	0.00156	0.0	0.0	0.05163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26861	0.0	0.0	0.0	0.00953	0.0	0.0	0.0	0.02803	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.00255	0.03248	0.0	0.0	0.0	0.0	0.00344	0.01236	0.0	0.0	0.14166	0.03811	0.01425	0.0	0.0	0.10852	0.0	0.0	0.0	0.00713	0.16004	0.0	0.03232	0.0	0.06992	0.0	0.0	0.47618	0.0	0.04534	0.0	0.0	0.0	0.01674	0.00054	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	0.00247	3.11953	0.0	0.0552	2.63683	0.00539	0.70566	0.377	0.0	0.03114	1.96898	2.97695	0.43015	0.0	0.04059	0.34644	2.1137	0.0	2.44862	0.04864	0.0	0.08929	0.68892	0.01666	0.0	0.00172	3.01201	3.99053	0.07468	4.15102	0.0	0.58813	0.01154	0.00073	4.79462	0.17175	0.24581	0.08122
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.00115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10964	0.00476	1.71049	0.07238	0.0	0.00307	0.01867	0.0	0.00544	0.0	0.00225	0.00142	0.0	0.01282	0.0	0.00763	0.00417	0.08157	0.0	0.0	0.0	0.0	0.00054	0.00273	0.0	0.0009	0.0	0.00262	0.0	0.00271
k__Bacteria|p__Firmicutes|c__CFGB76046|o__OFGB76046	0.00033	0.0	0.01579	0.0	0.06195	0.0	0.0	0.0	0.0	0.0	0.0	0.00287	0.0	0.02077	0.0	0.02178	0.01045	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.00744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008
k__Bacteria|p__Bacteria_unclassified|c__CFGB76763|o__OFGB76763	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.03798	0.04257	0.05336	0.00197	0.0	0.03784	0.0	0.0	0.02287	0.0	0.0	0.06858	0.08407	0.0	0.33621	0.0	0.02148	0.0	0.0	0.02853	0.0	0.0	0.24211	0.05266	0.08794	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	36.86431	35.78998	82.97233	27.63526	48.47226	37.66462	44.02017	50.65117	49.55783	11.87938	18.29308	31.04798	37.95099	64.70484	41.59492	47.51496	48.68632	44.78139	12.42338	19.61483	9.32193	20.72067	41.93812	26.51606	51.82687	52.82583	65.0584	38.51449	44.46867	30.28868	15.36022	20.35388	45.57885	57.26765	75.48998	10.44749	29.74637	12.38834
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	27.55582	13.80477	2.62653	5.61066	4.96444	2.92416	5.82284	8.52131	10.14845	9.47347	16.73084	7.21002	4.64882	4.83552	7.29106	8.02976	2.83982	9.21382	1.40192	6.32252	21.67945	12.29458	12.29724	8.42123	13.12639	5.65801	4.39073	16.17781	9.17194	16.90246	13.49601	9.37615	13.83131	3.82497	0.70123	7.11587	10.29078	14.71447
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	9.61539	9.50116	1.75231	8.33409	23.46918	5.88268	8.60185	10.30323	3.76117	12.38351	11.60108	12.47235	9.56197	1.69993	22.2552	27.2366	7.82271	11.34833	39.15141	17.81129	6.94977	14.85691	18.58706	29.8983	18.5548	6.60916	7.05407	5.65543	10.69023	10.8189	9.44447	12.89861	6.85856	7.16339	9.63469	6.09422	12.95028	9.33968
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	6.22151	10.90726	0.16414	37.2023	4.25459	13.19797	26.36173	2.24581	6.67754	12.55739	6.13007	20.9839	6.98712	5.76806	7.65049	0.00214	0.0	15.208	0.61293	8.96951	9.30819	4.12303	12.17785	5.23822	0.86431	9.002	0.07984	5.34704	17.32603	6.14438	15.10786	22.42104	4.23165	14.83743	0.0	30.50549	5.35792	5.48888
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	4.8101	3.43845	0.02286	1.59397	3.86809	2.73957	0.59779	3.3533	1.36929	0.87251	2.95621	2.1098	3.33903	0.41209	1.15888	0.26846	1.22871	1.805	0.81202	2.37874	4.88729	6.7359	1.42443	1.53626	1.63232	1.43509	0.29832	0.82592	0.95385	4.34424	2.99567	0.42474	0.03321	1.85562	1.14356	1.139	1.12789	2.5065
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	2.29042	1.22402	0.00012	0.07077	0.48825	0.0	0.06225	1.14449	0.0083	0.22542	9.66202	0.29616	0.06103	0.0	0.017	0.00355	0.01333	0.14589	0.73434	0.059	28.91237	0.20863	0.0	0.06943	0.0	0.22426	0.0	0.0	0.21249	1.64321	0.25326	0.06915	0.07202	0.19965	0.00352	1.46334	0.46905	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	1.49812	0.19749	0.0	0.0	0.06606	0.0	0.56711	0.66913	0.02768	0.0	0.7903	0.0	0.0417	0.0	0.0	0.0	0.0	0.83043	0.0	0.03091	1.48259	0.06251	0.0	0.0	0.49247	0.64155	0.4471	0.53593	0.01226	0.25721	0.3013	0.0	0.0	0.02628	0.0	0.472	0.09514	0.33636
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	1.25136	1.70337	0.01168	0.0067	0.0	0.0	0.41593	0.06139	0.0	0.31371	0.09843	0.50035	0.155	0.0	1.07906	3.60105	0.41394	0.0	2.47637	0.61842	0.0	0.01819	0.2959	0.0	2.1122	0.0	0.53413	0.01609	0.0	2.23876	0.0	0.04975	0.0	0.93454	1.25447	0.0022	0.00059	1.01365
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	1.1156	0.23265	0.69745	0.50835	0.50578	1.58067	0.0	0.0	0.6674	0.0105	0.20331	0.0	0.5584	1.45684	0.0888	0.0	2.05351	0.57056	0.0	1.77854	0.1302	0.0307	0.0	0.0	1.18059	0.90032	0.25709	0.01139	0.0	0.32395	1.34275	0.0	1.12938	0.55513	4.54843	0.01933	0.78798	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	1.10444	1.4319	2.22663	1.49693	4.24708	14.70698	3.05336	6.62917	4.89443	2.62114	1.72116	2.69854	7.55407	5.79159	3.09393	7.72505	6.68308	7.18482	1.06933	5.13091	1.55523	3.79917	1.84996	0.32128	2.68009	5.31244	12.64445	8.97069	2.2009	1.10661	3.24043	1.41675	2.52995	4.68064	0.0	2.2271	1.98733	1.76793
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae	1.10158	0.39234	0.0	1.43414	0.09925	8.32103	0.42115	0.0	0.05209	19.00669	1.672	2.52415	0.00705	0.0	4.574	0.0	15.07828	0.0	0.0	5.32608	1.59828	1.31626	0.0	4.36206	0.0	2.07889	0.0	4.18628	1.0177	0.02307	4.53637	0.0	1.96919	0.17333	0.0	8.87077	0.84312	0.21144
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae	0.89344	0.3551	0.0	0.7369	0.71664	0.0	1.60626	0.34304	0.0	0.0	0.0	0.14558	0.06636	0.10995	0.06254	1.28509	4.63207	0.0	18.9332	1.587	0.21534	0.14208	0.0	0.11687	0.47623	0.19591	0.00655	1.15644	0.0	0.39142	0.0	0.0	0.0	0.0	0.0	1.21616	0.03523	0.93114
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.70843	2.12384	0.52497	1.902	0.03462	1.0125	0.63329	0.05048	2.62352	3.55032	0.24683	0.46346	0.31279	0.63192	1.64929	1.10369	0.56086	0.43243	2.44574	1.023	0.69139	0.88712	1.96671	5.20013	0.38823	0.27864	0.18379	0.30569	0.44334	2.95668	5.86471	2.4195	0.85288	0.42528	0.26228	0.1004	0.61448	0.0366
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0.64446	0.16206	0.0	0.04766	0.0	0.0	0.0	0.0	0.12998	6.58322	0.0328	0.03214	0.0	0.0	0.00728	0.05876	0.01546	0.0	0.37016	0.0	0.03096	0.01889	0.0	0.00289	0.00025	0.01488	0.0	0.00648	0.0	0.21584	0.68525	0.00589	0.0	0.0	0.031	5.94272	0.02256	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified	0.63053	1.41726	0.59235	0.90566	2.23657	0.15117	0.11771	1.07286	0.66748	2.22197	1.59562	0.34468	0.354	0.9446	0.94617	0.46863	0.76035	1.27974	1.85349	0.48984	0.75258	2.6511	1.76225	2.28559	1.0159	0.42396	1.11572	2.38503	2.22679	0.96414	3.87656	1.94199	0.61787	0.66885	0.10601	0.88624	0.67546	2.84397
k__Bacteria|p__Firmicutes|c__CFGB2918|o__OFGB2918|f__FGB2918	0.53972	0.01775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06826	0.0	0.0	0.0	0.0	0.0375	0.0	0.0	0.63201	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	0.32506	0.12534	0.0	0.44657	0.0	0.0	0.32923	0.06989	0.69096	0.5603	0.22567	0.23504	0.01319	0.0	0.0	0.0	0.0	0.07932	0.0	0.0	0.04037	0.00073	0.0	0.05942	0.14944	0.15878	0.0	0.72189	0.01995	0.16948	0.0	0.0	0.0	0.05384	0.0	0.34454	0.13186	0.25042
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227	0.26547	0.0	0.0	0.04225	0.0	0.0	0.0	0.03761	0.02487	0.02164	0.00057	0.01464	0.00262	0.00709	0.0	0.0	0.0	0.04826	0.0	0.17307	0.02396	0.15276	0.04101	0.0636	0.0	0.0	0.00449	0.0	0.02979	0.00098	0.32342	2.015	0.19363	0.0116	0.0	0.14823	0.5008	0.03708
k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068|f__FGB3068	0.24122	0.05052	0.0	0.00988	0.0	0.0	0.0	0.0	0.18082	0.15006	0.15531	0.0	0.08973	0.0	0.06996	0.0	0.0	0.0	0.0	0.03484	0.61514	0.53278	0.0	3.03478	0.0	0.064	0.00958	0.0	0.12487	0.07345	0.0	0.0	0.0	0.0006	0.0	0.04478	0.1302	0.10028
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.21302	0.31073	0.0	0.33617	0.0	0.83398	0.72849	0.36756	0.35251	0.08478	0.06068	0.6264	0.16646	0.0	0.31256	0.0	0.93258	0.0	0.0	0.22043	0.00884	4.46174	0.0	0.24829	1.74757	0.40264	0.05329	1.71984	0.22009	0.38609	1.6165	2.4033	0.00332	0.16584	0.59851	1.06833	0.03556	0.31863
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae	0.18395	0.0	0.0	0.03894	0.90245	0.0	0.0	0.26676	0.0	0.0	0.0	0.0	0.0	0.0	0.01083	0.0	0.0	0.0	0.0	0.00353	0.0	0.50474	0.03118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00051	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis	0.17628	0.04751	0.0	0.14922	0.0055	0.10546	0.01047	0.09781	0.02375	0.13686	0.03851	0.09034	0.02944	0.0	0.42028	0.0109	0.29283	0.0515	0.00246	0.09976	0.01913	0.21167	0.00266	0.40697	0.03237	0.02657	0.0	0.12712	0.00274	0.04649	0.01753	1.00494	0.57394	0.01163	0.0	0.14626	0.02762	0.07547
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	0.16294	0.84043	0.0	1.79883	0.01259	0.16802	0.13294	0.52556	0.03482	0.95171	0.40557	1.41641	0.61177	0.13167	2.87475	0.08939	2.54534	0.68227	10.78929	0.87443	0.09661	0.3294	0.13183	1.81137	0.46673	0.36735	0.43086	0.52536	0.10001	1.12017	1.49609	7.58222	0.7279	0.0332	0.09105	1.84651	0.11745	1.00294
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	0.14067	1.02343	0.0	0.21475	0.82336	0.08964	0.19872	0.11165	0.08423	0.21379	0.04171	0.34909	0.04958	0.02279	0.25299	0.28942	0.09716	0.4724	0.51423	0.13395	0.08663	2.57477	0.40616	0.97017	0.22009	0.06368	0.05758	0.2081	0.03239	1.426	0.16306	1.79467	0.37698	0.0753	0.0	0.20594	0.02634	0.02596
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721|f__FGB75721	0.12426	0.06935	0.0	0.17976	0.0	0.0	0.0	0.0	0.0	0.25068	0.05097	0.07988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27479	0.00707	0.0	0.04338	0.0	0.00119	0.0	0.0	0.03142	0.00775	0.06914	0.0	0.57251	0.0	0.0	0.01553	0.20254	0.0
k__Bacteria|p__Firmicutes|c__CFGB2898|o__OFGB2898|f__FGB2898	0.12243	0.0	0.0	0.38372	0.0	0.0	0.0	0.0	0.0	0.0064	0.31522	0.03879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	0.12197	0.02951	1.19333	0.27048	0.13321	0.79882	0.38055	0.10682	0.26625	0.75727	0.35715	0.09647	0.12769	0.05184	0.06684	0.0	0.06861	0.14693	0.05523	0.48958	0.66349	0.52989	0.10519	0.76536	0.13999	0.07027	0.0	0.93974	0.44462	0.01854	0.96946	1.64087	0.26415	0.11479	0.0	0.10628	0.26175	0.52873
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.10675	0.11665	0.0419	1.46836	0.04348	0.0228	0.34747	0.20665	0.28628	0.17572	1.91867	3.73636	0.00072	0.00566	0.19915	0.08614	0.03306	0.19781	1.62468	0.02444	0.0163	5.58303	0.07841	0.44012	0.66145	0.02037	0.00246	1.76609	0.00775	0.14917	0.04546	1.75775	1.65203	0.01107	0.1402	6.42647	0.34674	0.03359
k__Bacteria|p__Firmicutes|c__CFGB2985|o__OFGB2985|f__FGB2985	0.10121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16722	0.06745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae	0.06355	0.08034	0.0	0.0	0.0	0.0	0.0	0.17835	0.02518	0.08353	0.02354	0.0	0.00533	0.0	0.0	0.0	0.0	0.03909	0.0	0.45047	0.0654	0.0	0.0	0.00962	0.0	0.00928	0.0	0.0	0.03478	0.00638	0.09068	0.02179	0.08183	0.09323	0.0	0.0	0.08691	0.03818
k__Bacteria|p__Firmicutes|c__CFGB1507|o__OFGB1507|f__FGB1507	0.06097	0.03197	0.0	0.01958	0.09408	0.03655	0.0	0.04465	0.08545	0.01188	0.01624	0.13915	0.02836	0.67772	0.1746	0.0	0.06595	0.13883	0.0	0.0792	0.01479	0.05702	0.04273	0.08148	0.04498	0.08571	0.04657	0.0	0.05659	0.03195	0.05829	0.06317	0.00059	0.03122	0.0	0.00233	0.03722	0.04448
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	0.04702	0.0	0.0	0.0213	0.0	0.0	0.00613	0.01117	0.0	0.0	0.0	0.03573	0.0	0.0	0.0	0.0	0.0	0.0	0.01158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9e-05	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae	0.03976	0.0	0.0	0.1142	0.00443	0.0	0.0	0.0	0.0	0.0	0.01852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07084	0.02934	0.39724	0.0	0.0	0.0	0.10895	0.0	0.0	0.0	0.0	0.16679	2.27973	0.23598	0.00593	0.0	4.39779	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB76533|o__OFGB76533|f__FGB76533	0.02801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14602	0.0	0.16407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
